f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47
0.06315062,1.1640316,19.368465,75.82262,125.651955,508.01016,178.82693,0.12701169,2.8624737,16.160118,26.801563,40.701023,118.284996,0.14440456,5.530787,39.498318,46.45246,303.6279,340.0082,0.37828645,5.163717,22.605682,34.957355,109.44306,0.8117014,13.493492,39.15741,68.032845,397.2539,0.83753526,11.146514,36.358395,53.650078,2.1984322,20.920874,205.55698,43.102776,2.2611828,22.346998,24.011587,4.9887123,166.48987,302.0627,6.326428,16.191357,52.301624,502.98273
0.02496975,0.6653693,8.507646,41.646576,92.96438,456.08258,245.66646,0.045208585,1.7364092,26.930853,77.55777,125.39917,74.41984,0.078916915,2.3026845,19.98829,35.220016,219.1988,364.37943,0.2070425,8.234166,46.490334,72.642395,66.92605,0.32566464,6.27895,29.656914,56.07187,278.74432,1.159875,16.420563,45.13653,34.427715,0.9989538,15.034662,161.4928,74.13155,3.1647635,22.307207,44.254227,3.5333042,130.49684,369.66888,5.2192297,50.139988,39.893166,506.42767
0.068111345,2.652526,28.463959,80.76051,130.31552,492.49188,129.00365,0.06101562,1.1882918,7.168834,19.097357,22.703445,82.10677,0.30507916,7.966873,38.59221,43.900536,287.14676,348.53674,0.14651875,2.4205978,13.822902,18.821424,80.299194,1.1263393,13.537833,40.980457,79.7467,395.62457,0.3739116,6.0666595,19.658524,42.91497,2.1624823,25.812923,205.39581,61.57152,1.2683727,12.72674,19.970285,6.306926,162.84686,342.76764,3.6982253,14.488328,51.67984,521.5418
0.022730542,0.7688441,11.061183,61.586426,161.51573,516.92206,212.98495,0.06765104,1.4921559,14.094082,33.160046,16.06986,39.11556,0.08577474,2.9065833,25.68759,48.278496,315.7097,484.02698,0.19655138,4.056101,25.678518,15.46003,47.131905,0.38725445,7.7086864,34.293293,62.220726,451.14508,0.63635427,11.440274,19.09817,32.265377,1.183541,18.236664,186.88486,71.51201,2.245019,13.269734,21.38837,4.257383,147.58516,355.69568,4.0372806,20.389881,44.391045,540.58856
0.043479383,1.1337202,20.768135,78.97281,159.98819,520.1964,111.265274,0.07336108,1.5945511,7.639644,16.756546,38.574673,129.19843,0.12601314,5.8953686,39.121483,54.403664,284.97754,356.2278,0.20532545,2.4238527,12.238478,27.710789,114.05045,0.80588526,12.884858,40.72171,53.887352,426.8289,0.44480932,5.5805387,25.201899,60.401894,2.0171134,22.609116,197.58109,33.95422,1.124026,13.994818,24.370346,5.287197,171.28293,319.17828,3.8087897,16.316076,53.171127,519.89703
0.019111037,0.8558982,5.572437,24.768661,66.46865,328.31085,162.12794,0.025188722,0.47407392,6.080852,36.346172,39.479763,37.911503,0.099589966,1.5459135,12.920887,46.99754,140.6837,287.4419,0.06171093,1.7331761,20.662857,40.044468,33.412403,0.21832572,4.449774,49.75598,222.54057,206.00917,0.2656334,7.4777966,32.280502,34.937794,0.7635571,27.213343,305.50937,135.33173,1.2953341,16.911081,44.792248,6.2629194,194.68196,535.84546,4.169585,40.29294,53.87774,625.5498
0.032716908,1.1975846,19.551235,75.0432,84.54722,388.4569,218.26248,0.058216125,0.86017305,7.7865934,60.54694,62.94877,74.92761,0.14510109,5.5952945,39.299107,35.491604,171.78142,317.5412,0.10895835,2.2800958,36.79716,63.508766,71.371605,0.7568244,12.226187,30.20761,144.62149,306.01184,0.3501812,14.179409,58.31725,67.05761,2.020975,17.703112,264.3161,63.987732,2.580448,31.25585,74.428314,4.4304447,188.00587,438.65686,7.9733233,57.71138,56.37579,600.785
0.04056453,1.8458385,18.29122,58.307632,87.76185,491.82263,101.50455,0.03198233,0.71253353,6.575628,21.889639,37.63479,67.20903,0.22353049,5.110114,28.14399,38.251114,246.37193,239.83652,0.09179472,2.1128726,13.295395,27.295292,38.626774,0.7342553,9.346196,39.635735,110.25969,323.24362,0.32468182,4.914807,21.163593,24.528685,1.58156,24.495953,252.785,87.03386,0.980725,10.97628,20.95338,6.115601,195.09703,468.54187,2.6982758,17.304195,58.32481,626.27594
0.019867044,0.79387957,9.3881035,39.92429,97.70138,434.10617,191.10822,0.03576633,1.0215575,8.187075,28.626837,56.328342,78.443405,0.0866431,2.6477227,18.081585,26.59506,182.92014,343.2711,0.124054275,2.5199904,18.778297,40.446274,71.32031,0.35236552,5.528347,24.527325,105.286644,343.53522,0.38330656,7.110279,29.220495,50.9886,0.911422,14.686159,226.28188,50.55083,1.3784318,15.318963,37.166912,3.7425528,168.807,405.56775,3.8461435,28.40588,50.015415,552.3559
0.07169687,1.0306021,23.481226,87.79359,83.45826,491.00568,110.69762,0.10914499,2.8896008,15.178062,38.476437,50.668533,107.4815,0.12888768,6.8664236,44.414024,27.673092,265.23685,235.96823,0.38212508,5.084774,30.974802,55.217617,76.64636,1.0210131,15.373546,22.81505,101.23261,317.2043,0.8254589,14.090506,63.261322,46.04037,2.5176668,13.214036,252.49551,59.208714,2.8996966,40.369453,33.12031,3.2720351,191.9595,402.78714,10.575885,26.8944,58.87717,589.1423
0.051646475,1.6444048,16.050226,45.59724,139.71117,509.4445,125.93619,0.08085458,1.9649421,13.764828,31.023495,61.63654,50.86044,0.19772866,4.866316,24.630348,60.634758,314.3344,333.90515,0.25722146,4.6198277,27.296904,55.968616,45.182106,0.6856232,8.731875,50.226692,58.96024,399.47998,0.7417743,12.2667,59.960598,32.825314,1.4636472,27.871271,162.52354,76.39971,2.6599205,36.628357,25.92327,6.369952,140.695,345.86877,9.877192,21.86394,46.04406,517.74
0.043303244,1.3015076,13.136167,75.81389,83.881165,310.6179,312.07526,0.06688182,1.7769948,11.28781,35.029156,73.01234,40.212105,0.164541,3.9878144,40.2748,116.80587,114.62166,375.2888,0.22069216,3.542158,21.621378,49.399242,47.974697,0.53272134,13.422536,107.95174,178.85817,206.95328,0.5353894,8.319015,33.93794,51.536148,2.2996674,56.666203,266.16745,112.17284,1.602076,17.164186,45.03686,12.678403,176.98875,452.38785,3.7709587,31.99296,52.588223,535.868
0.1090601,1.3715112,41.999817,130.70291,150.37712,475.90594,130.6086,0.17635477,2.8517175,13.930023,48.592587,76.72183,109.7095,0.18738005,12.745648,76.31115,52.919678,289.31696,179.29251,0.39176482,4.7840743,38.381477,73.75687,110.04669,1.8199933,26.576822,29.903917,95.30251,271.36432,0.8150499,18.1354,73.32687,67.130196,4.6377773,15.68727,243.21664,47.994465,3.8023467,45.522594,50.294617,3.4832501,196.5942,328.6285,11.898857,46.94661,61.620796,528.54553
0.032174286,0.67359203,9.532283,38.93335,112.26953,484.85147,163.37221,0.057349734,1.5609523,29.573679,66.08849,109.27484,82.51687,0.080858886,2.7481563,17.852148,24.141935,247.74295,278.0677,0.2066308,9.5146475,41.31994,58.32688,95.36628,0.37410027,5.9506116,19.347464,53.48097,319.82126,1.4033296,15.402464,34.189613,60.796112,1.0352772,11.016178,194.98734,51.81405,2.9002044,15.41704,50.97292,2.7178183,160.52672,332.76382,3.83592,52.800594,48.82411,518.75616
0.052137606,1.8327127,13.753133,32.517593,98.0798,501.8714,210.15332,0.08467373,2.1979582,12.612376,27.629473,46.97625,61.073612,0.22823775,4.003789,18.278479,55.51251,285.586,341.3038,0.28471762,4.4383726,22.14341,39.835167,36.4245,0.5777988,7.136594,59.345303,73.61239,327.43393,0.68049586,9.4995165,43.431797,17.064196,1.2090193,35.767517,198.95117,89.94276,2.009245,25.522673,12.328961,8.454901,160.82068,389.26917,6.8561454,11.953098,50.637833,541.23444
0.042825766,0.8672785,22.94264,89.77267,114.78084,508.1719,166.4479,0.05929776,0.931165,4.2909975,23.325842,22.802109,33.540955,0.09515373,6.880297,45.66662,26.817135,283.51566,264.2367,0.120548524,1.4077722,18.72703,35.985783,40.99429,0.96284354,14.977599,20.989014,106.11919,338.41757,0.2247014,8.168921,48.301712,41.54625,2.3778775,12.071272,262.18268,64.04439,1.668375,32.91482,39.172596,3.1475682,205.52837,447.45938,8.943575,32.440514,63.23342,654.0278
0.039800234,1.6988354,12.119785,33.57198,56.843437,303.26392,206.5037,0.06489739,2.2150104,16.047123,68.06154,120.29625,94.242516,0.20144829,3.4605703,18.83139,64.9382,87.22396,214.53734,0.2828432,4.750148,38.368034,83.28229,95.223206,0.4861004,6.7299905,66.35883,167.45454,137.3462,0.75471276,14.358762,49.617603,89.84738,1.1333774,36.38926,265.555,149.89029,2.8115952,22.70958,52.27933,8.316613,182.30562,518.7724,5.0186524,28.40579,53.183643,604.893
0.030002318,0.8541212,14.775344,70.18649,126.83762,303.287,288.54062,0.053713854,0.93050814,9.781379,42.087128,58.931095,54.115944,0.10114323,4.0322437,34.50173,99.051994,101.40559,377.55566,0.11070899,2.9653337,27.313852,59.086605,65.257935,0.56735706,11.535179,76.7807,175.35811,242.388,0.47113448,10.991121,48.75167,77.14577,1.9075404,34.14618,264.98398,90.81637,1.9406255,25.978863,79.65427,7.165487,175.81241,463.2503,6.284579,54.754353,49.698643,571.94934
0.049479086,1.243078,21.460115,116.497215,163.97498,482.24875,164.44728,0.07103897,1.4183478,11.373103,25.517662,65.805786,80.57006,0.14895898,6.0079837,61.239017,102.6639,281.42114,316.955,0.17306937,3.657739,17.10276,39.05958,86.41021,0.83163494,19.736631,76.94752,65.11757,303.97498,0.5651327,6.7648616,27.713615,65.80825,3.2423697,35.941143,173.16202,61.93125,1.3357315,13.590551,53.000584,8.27907,146.1354,309.33124,3.2265136,43.672745,46.219124,464.9643
0.031827237,0.8820452,9.05604,38.978794,72.40368,409.74548,304.1082,0.03634277,1.3388563,12.286701,27.91733,77.73814,61.955006,0.10545142,2.4618118,19.722456,40.910892,120.3469,473.0987,0.15738088,3.6761205,17.52466,40.46935,66.92677,0.33776513,6.4059696,44.96268,87.39152,422.17545,0.5446195,7.208027,25.204685,48.30646,1.0058838,25.899836,222.10547,50.194294,1.344123,12.180384,29.28785,5.7004137,162.78406,369.30234,2.9776306,20.600327,48.515728,532.11096
0.025461232,0.8631429,8.488259,29.917948,130.69504,438.9507,210.92142,0.02037027,0.7485287,7.6679463,15.756357,26.594288,42.622528,0.101398654,2.3623755,14.47635,65.2168,146.83537,436.135,0.088929474,2.097565,9.904295,21.505627,46.059593,0.30994338,5.1191406,59.740726,102.20583,376.64066,0.3253954,4.4238667,17.504469,35.022766,0.8102646,30.54806,254.14897,81.51908,0.82419306,9.57739,28.638075,7.1263027,182.399,428.6206,2.5051441,24.442255,53.994152,571.50586
0.026484286,0.8932645,6.226271,31.918016,46.71929,300.56766,295.77322,0.05010441,2.1085484,15.152717,67.98513,103.517746,72.57802,0.10197534,1.7371464,15.511705,46.773346,97.916916,394.60333,0.2768155,4.3694854,38.923965,59.206688,56.890465,0.25352722,5.4971433,53.92606,128.56053,222.37946,0.6013912,13.196115,39.027977,27.581158,0.8760194,29.993097,228.4298,102.79412,2.3590608,19.382202,26.457668,7.42452,157.62643,430.69406,4.3252826,26.110147,45.145214,539.47144
0.037863728,1.2815583,21.130814,121.7543,217.08768,426.1244,260.5325,0.05816013,1.044423,10.098153,23.21832,40.585346,57.03959,0.14234738,6.362549,58.44691,91.63143,219.06522,403.42477,0.13766454,3.1154668,15.970129,30.19636,58.70512,0.85080844,18.254332,54.934914,67.479126,347.088,0.51553285,6.7556977,27.346342,27.1579,2.8969636,26.746428,180.94695,89.40905,1.3552359,16.732576,16.100977,6.154079,146.5961,358.47388,4.1924024,14.516021,45.431328,494.19388
0.0366976,0.7875181,7.085258,51.62633,106.408516,367.18698,326.65234,0.035772584,0.990227,4.7401476,14.180646,29.327606,51.31226,0.09477824,2.0904634,25.166689,118.6145,140.64546,459.54977,0.12942722,1.5006211,9.31853,22.548695,58.398308,0.27284747,8.286175,116.76039,170.51848,257.03183,0.2365979,3.8616848,17.019,55.8075,1.4563704,59.26564,282.29315,101.02048,0.72585046,8.139656,38.69311,13.532746,193.09735,486.53104,2.0934663,25.463615,56.85184,583.313
0.038521644,0.89666975,19.924185,80.787605,91.499115,377.59344,122.590935,0.07502645,1.514601,13.378533,56.09344,93.382645,135.36656,0.10757567,5.4378433,42.908264,46.14565,166.12746,166.26984,0.18018553,4.305426,32.262882,66.55612,106.48309,0.7381623,14.041051,39.209152,179.63026,248.63335,0.62298965,12.483383,46.639694,62.89603,2.2604222,20.647318,287.95972,46.598057,2.3219872,23.077307,51.62488,4.9128942,200.69307,375.7542,5.6475716,40.064556,58.92223,526.9749
0.03226648,1.2135558,17.19417,43.728237,106.93984,504.49692,227.62042,0.051710077,0.95432895,10.705533,27.429834,41.421085,57.33143,0.15418644,4.8954325,19.652822,26.29715,282.72382,403.11923,0.122200765,3.437352,21.128311,35.554173,61.71456,0.6769934,6.9528723,24.123283,77.80358,443.23178,0.56406385,9.557138,40.493195,49.13373,1.1534594,14.239024,228.62779,46.06707,2.0180972,25.139248,30.737186,3.6400025,180.57492,358.92276,6.694922,22.465298,55.76292,564.991
0.025292067,0.81859654,14.203562,71.68015,135.24423,455.09195,204.75525,0.03768375,0.977111,12.494744,38.12291,69.37544,71.49629,0.09849613,3.6375773,31.576624,42.258755,193.59494,356.32742,0.11569671,3.6147459,22.987026,37.501965,46.50155,0.50708455,9.575931,30.443205,62.807537,316.9817,0.51586324,9.04096,30.033825,17.171711,1.4143852,16.526958,187.16246,73.52286,1.6318762,16.300875,19.89313,3.8689682,144.78328,396.70795,4.076147,23.425722,43.819393,539.60815
0.02269925,0.65689397,14.120007,71.96574,98.44048,424.80148,273.8063,0.056677304,1.1134984,9.301465,45.668827,53.64048,70.485664,0.08029828,3.8705142,33.19145,43.68373,214.45587,323.93576,0.13457866,2.6637275,26.733217,40.146305,67.69291,0.51760423,10.85761,36.94703,168.27924,259.91647,0.41475442,10.633403,32.596405,51.750237,1.6643025,19.909794,273.017,58.04199,1.9444187,17.852098,46.484486,4.765825,191.24174,454.52707,4.2797093,35.035637,55.620163,608.0564
0.032778412,0.9194782,6.579672,26.678064,50.768745,366.94666,256.5054,0.04901236,1.690607,10.830816,35.34165,76.7271,89.86319,0.11438664,1.9774182,15.189994,54.768127,155.26903,371.70694,0.2152855,3.2331448,21.742874,53.02002,77.14647,0.27310103,5.558059,69.65935,190.35353,285.33414,0.46934962,8.554204,34.64007,50.271294,0.9849636,39.229225,292.37317,51.62995,1.5212032,17.697584,44.092434,9.2126465,201.74495,363.80872,3.9556785,34.96046,59.24031,515.3341
0.03868053,1.5031663,7.599862,31.539076,39.283504,423.50504,176.01346,0.047682974,1.3428292,9.095584,59.87046,137.47887,126.25712,0.17670357,2.2091115,16.736992,39.912052,149.9278,320.96796,0.16737679,2.5566564,32.19672,75.78829,80.84956,0.30179793,5.845255,52.12711,84.52511,224.47023,0.3690709,10.74876,40.286694,22.802176,0.9676697,30.777939,200.17583,110.40282,1.8878863,16.614182,33.00079,7.496288,149.45602,444.21545,3.7847126,36.594036,44.57294,554.64185
0.026800163,1.1338637,15.61615,42.843872,92.8096,504.54465,296.22995,0.036555044,0.7020919,9.249516,41.54431,75.48885,51.11818,0.13313587,4.4721093,21.062672,24.890785,244.63983,361.92233,0.08560128,2.800878,25.580545,55.4394,46.906876,0.6325836,6.923691,22.812773,70.28036,357.10312,0.43160644,10.46199,47.517014,31.212992,1.1429572,13.430922,226.31885,55.57038,1.9585258,25.262497,30.108027,3.2844908,182.3245,418.80252,6.1307335,29.652586,55.905197,601.59534
0.021305671,0.79430974,11.689984,67.835846,143.51901,513.70447,209.7158,0.07829975,1.2909465,12.176814,46.05114,31.448614,34.301666,0.08783105,3.2334712,30.194698,43.436985,294.4334,471.97815,0.16655998,3.575847,32.131947,28.125086,35.772633,0.4300645,9.2636795,32.80491,53.594772,437.02728,0.51104057,12.921933,31.0397,26.839748,1.4354621,17.967535,167.2205,73.473114,2.4686701,18.666224,33.677444,4.20614,139.12744,351.70538,5.239786,37.83296,42.61957,531.1357
0.014683522,0.4534499,6.872784,42.44223,139.54068,375.8825,114.618195,0.031513434,0.9045131,13.090092,46.336124,103.76574,78.78895,0.054045077,1.8672109,17.659012,47.566303,172.61142,161.01733,0.11168983,3.9230964,29.840405,68.1355,70.77607,0.2431282,5.515308,36.194897,170.24863,161.4813,0.5203435,10.884935,41.12292,39.93343,0.8390249,17.878986,264.01468,99.1465,1.9837322,19.722094,31.574417,4.160949,175.38129,482.25113,4.5734715,29.937384,50.95809,573.90717
0.02987059,1.154031,12.162022,32.00842,115.439026,466.52576,107.242096,0.04787949,1.4212643,13.130006,34.8216,77.28227,120.439545,0.13258728,3.4123447,15.1319275,43.452904,214.61546,275.22235,0.1669804,4.0602717,24.431122,58.50363,87.67006,0.46460408,5.1569457,38.863148,96.229744,346.7648,0.6542589,10.149935,47.389297,54.93858,0.9458443,21.128622,223.00072,50.486946,1.9766775,26.583193,30.499144,4.983908,168.72644,389.41214,6.413326,22.268967,51.898487,539.24054
0.04695373,1.8584981,15.125358,38.38022,88.9271,441.22424,267.75238,0.07813003,1.8400935,14.872178,47.142857,46.424408,79.88801,0.21687762,4.262255,22.245176,79.1247,256.93286,408.03482,0.24664038,4.7220807,31.85477,28.795868,70.897896,0.6179348,7.7092357,82.17383,114.42155,316.40445,0.687362,12.008087,23.229765,36.03547,1.4000252,43.789837,242.073,74.17464,2.3072972,12.681769,19.833624,9.98378,172.34755,357.01715,3.3657029,16.744694,52.388233,500.43384
0.042446062,1.6643585,11.314499,22.544594,60.74695,472.426,220.63158,0.07489695,1.7378333,17.267075,48.08533,80.9266,59.32782,0.19916561,3.3077123,13.6187525,47.88975,209.77171,386.78583,0.22894298,5.2671566,35.275356,52.457436,45.94271,0.4798886,5.4493246,56.752563,53.406067,325.75623,0.8494525,14.734688,44.413586,24.77199,0.929502,33.49757,167.70033,98.27609,2.9995239,24.408783,26.977211,7.943366,137.23274,357.03763,6.0040135,29.43633,43.259747,504.46848
0.042320583,1.3535985,11.817572,32.365685,46.925385,446.85767,267.88675,0.06655131,1.377447,11.685993,50.663197,73.230965,29.066925,0.16365282,3.4749207,17.969496,37.166824,168.4241,367.74796,0.1905335,3.9976697,35.655743,60.062054,59.423283,0.46615386,6.8881574,47.590824,131.15901,307.40125,0.5719491,15.391467,52.353146,98.82469,1.2274607,27.376514,277.37753,73.99481,2.868878,27.233578,91.40095,6.546752,203.58548,438.9736,7.3964014,63.253353,61.515224,603.9509
0.017577989,0.7562049,7.2828674,35.098072,85.5283,448.24805,67.557884,0.039159145,1.1877295,9.448839,41.639893,82.56649,170.79924,0.082449436,2.0218456,16.310472,34.89397,177.65794,374.41953,0.14418012,2.8058105,23.66934,55.929962,153.90196,0.2760972,5.1204157,33.41705,96.67106,415.7942,0.41559288,9.140826,34.845932,112.80373,0.80689144,18.837751,226.36311,40.79662,1.6247468,17.250988,62.517868,4.5918293,166.67525,395.86954,4.1215253,35.398006,49.518658,556.1431
0.028330611,1.0293735,11.35554,59.077763,93.140076,360.67404,280.50668,0.06785473,1.4334768,7.8888726,42.829033,62.087296,80.22993,0.11937023,2.9629946,28.80415,86.99095,129.08229,445.56216,0.17289221,2.2858922,25.52105,51.565228,81.98069,0.4257769,9.625332,81.92435,125.757256,345.67172,0.37359053,9.890774,42.99803,81.528725,1.5401504,42.016758,222.8641,72.264114,1.7926877,22.462673,64.22901,9.52614,154.76274,411.15915,5.9089494,40.626728,45.76316,541.2904
0.1604601,4.4471884,39.66444,140.80058,219.29486,180.14258,144.7079,0.08854262,1.5972646,8.423499,20.365576,22.362242,102.19844,0.5549901,11.748901,82.633415,243.72583,142.66267,222.7375,0.22273232,2.6515887,12.166173,24.164684,131.16464,1.730845,30.401512,187.82545,222.13318,101.75083,0.44820303,5.208978,19.627817,137.36209,5.207084,88.2926,287.61276,189.60004,1.0426612,11.160341,90.16066,19.339811,192.20883,443.3653,2.897458,49.967506,57.743126,483.84332
0.059024036,1.4247488,16.634548,53.12769,99.420586,137.54851,70.20828,0.16873723,3.7443447,36.279705,136.88168,114.67109,74.22521,0.19193959,5.0521164,31.754744,111.58337,152.18175,28.258818,0.52125627,11.258758,86.96104,127.630264,79.11704,0.7087592,11.430542,83.99994,299.14404,30.07648,1.776529,34.913605,111.19232,95.906395,2.019852,40.4926,325.7946,193.65376,6.649315,58.362778,125.41332,8.786633,202.95578,479.49237,15.422858,100.28705,58.351055,537.37634
0.30246398,7.2771645,59.953033,153.74782,134.83948,136.07314,94.88112,0.1845553,2.7206013,13.556867,49.80475,127.76009,168.4946,0.9272164,18.832966,98.70333,185.6082,78.423416,77.70933,0.39555162,4.9586563,30.832142,102.93774,173.54759,2.7839766,37.976547,157.03494,167.06503,72.74847,0.9140961,12.531312,72.3813,176.98134,6.7127523,76.0049,279.77487,103.11453,2.5716767,37.9379,150.05052,17.458313,205.25703,316.5493,8.671464,87.9463,62.998074,431.18668
0.039844457,1.2421333,14.645007,37.924572,102.21172,114.70158,83.271385,0.11118374,2.213913,31.544075,189.55421,248.77753,104.38439,0.15340087,4.282601,21.17528,87.81737,80.35108,49.67285,0.27764627,9.7862835,115.00558,279.88855,92.37068,0.62572885,7.8031783,62.338665,166.8131,46.102943,1.3822738,43.93548,230.77583,73.57044,1.3389516,26.6256,198.37546,335.39105,8.169088,114.569496,82.78761,5.6177163,127.46941,580.70544,27.342958,63.37758,37.002422,569.26874
0.13967197,1.8208303,28.189083,112.025955,83.713394,240.5314,82.93442,0.21575837,3.7389796,22.239979,145.10905,205.24196,62.010773,0.24505651,9.180544,68.55901,71.42169,121.94542,148.94981,0.5159837,8.234525,95.77233,252.27426,117.32245,1.3204594,24.271263,53.995567,71.243706,130.03746,1.2584697,38.845448,217.90141,199.96677,4.3080654,25.61073,155.52301,182.88268,7.23697,112.52827,218.95164,5.761336,129.3919,413.34457,27.678164,161.84703,40.15291,497.99838
0.14517486,3.2564175,40.358723,144.05478,177.37859,238.24329,115.543304,0.122267134,2.1346228,12.989168,25.7758,46.17333,125.72845,0.3972856,12.323343,87.22624,210.4663,147.3931,94.616714,0.27994227,4.468509,16.73065,34.12202,164.39423,1.7731745,31.430832,163.58148,242.7838,87.265625,0.74864,7.1279693,24.961939,147.65892,5.5352283,77.58051,323.662,179.69133,1.4595915,13.326533,88.51684,16.911602,223.55182,448.86307,3.6271567,51.33591,66.44886,542.15283
0.05700537,1.0045464,15.816109,78.68342,95.150856,280.2594,105.81215,0.13059711,2.1075943,12.59674,154.6203,108.96392,73.47001,0.117144056,5.053213,44.94687,55.164196,180.54695,238.1595,0.26814425,4.1466484,100.57009,189.45238,124.42423,0.7244623,15.338954,35.593803,154.59026,167.83682,0.65316916,39.981014,190.04034,197.44344,2.6766155,17.4165,220.7166,102.12921,7.4198003,106.85307,248.22217,3.737163,154.55078,429.28076,26.399025,191.12581,45.254337,559.42365
0.03780763,0.9164313,12.081408,43.092262,91.10131,192.57042,62.78845,0.0789989,1.9369128,21.269829,105.10887,171.00552,82.58837,0.10906056,3.4674802,23.583235,90.786934,82.40812,60.677826,0.23449978,6.427145,63.68483,149.38852,88.35059,0.47606274,8.468572,64.29502,215.78304,59.205032,0.9239326,23.33282,97.55818,85.30016,1.369635,30.739632,277.2564,301.19168,4.188109,43.00047,71.60587,6.524243,173.59096,601.0914,9.871231,48.39374,48.54986,639.6473
0.061831806,1.3708775,14.551217,56.14499,75.39399,178.16774,76.62298,0.106860586,2.2502475,18.738672,97.18383,121.5967,60.373802,0.1676172,4.49015,34.417225,106.0134,87.92749,73.57795,0.28045502,6.073702,62.767536,137.0593,60.476307,0.6049007,11.376807,87.92694,234.05586,56.76709,0.865001,24.051958,109.38227,75.497856,2.0618162,41.25228,295.87103,284.0268,4.361738,56.93352,94.07755,8.870348,190.34396,585.5533,14.418791,70.442444,54.039204,638.6867
0.07329531,1.840213,29.706509,127.48963,134.54597,182.24324,112.713684,0.098640874,1.514491,15.464743,58.860233,68.232735,103.99161,0.21611133,9.100421,70.913826,167.19653,133.4471,89.58285,0.22127612,4.6901517,37.92831,60.38848,138.64975,1.1875268,25.184355,128.66246,274.61087,61.784737,0.78532594,14.37285,41.348248,147.05666,4.1668453,58.376873,320.88245,237.96611,2.577452,21.398539,124.85589,12.541328,204.93214,522.09546,5.147563,81.3257,59.468678,596.7002
0.03900428,1.180224,15.094693,46.78447,137.3505,240.27127,47.415295,0.09716113,1.9350686,15.722707,89.07518,102.96157,127.525375,0.1358074,4.362882,23.671434,94.79881,206.87946,34.54769,0.2384773,4.6304297,58.454105,149.60326,93.81285,0.58201236,8.323027,57.561447,252.48222,62.35306,0.7041696,23.428934,146.86122,88.084206,1.4225943,25.413214,269.06946,191.0435,4.18673,76.84335,114.130844,5.4945073,161.87094,493.5786,18.103025,89.09818,47.32984,554.8384
0.054060005,2.1711564,17.330988,34.30317,119.408875,154.50099,34.66843,0.10682456,2.5397887,31.7182,167.41603,186.25397,125.16032,0.26441476,5.503491,19.392479,78.57172,99.68236,52.242477,0.32659993,10.131616,105.6985,233.83284,138.73329,0.734546,7.339829,48.4438,117.18324,50.92654,1.5081174,41.459015,197.24673,189.0569,1.3254851,22.101278,178.43219,241.05962,7.638111,101.53747,216.83098,4.9206347,125.07572,494.2879,25.058577,157.20885,37.771564,519.4737
0.086606,1.8358852,21.63528,48.961994,68.14764,265.06836,110.58558,0.12846103,3.1452258,18.691187,113.12148,159.81618,101.38081,0.22359386,6.7889137,31.267075,54.856606,138.2824,72.602875,0.4384671,6.3826656,76.18346,216.09694,151.08156,0.9337794,11.476896,45.49417,187.3986,79.50574,0.9901965,30.757446,194.80283,217.67047,2.0304425,22.277634,269.74203,110.9893,5.794725,102.293495,240.4875,5.257274,189.4838,465.88086,25.15014,175.39445,56.436638,578.4339
0.13635795,2.3007195,39.816357,155.04533,226.5835,195.28809,170.21428,0.18054049,2.7736661,13.250165,29.067036,63.14841,86.63917,0.27960435,12.108506,95.02243,243.87654,200.8585,71.63316,0.4076895,4.336058,22.873196,59.111267,150.38356,1.7971087,34.171318,177.59839,276.01013,59.020172,0.74877435,9.787248,49.549103,162.04314,5.866738,79.73311,322.0982,195.65831,2.0037615,26.90306,113.041885,17.299984,213.28429,438.0812,6.4802876,69.90707,63.670544,518.2889
0.08887001,1.6668105,22.591965,45.482594,56.32107,166.48903,109.88849,0.15831672,2.2895126,11.824725,135.83612,156.95961,49.51045,0.22714151,7.0602813,31.967289,57.706673,148.09355,42.665867,0.31725335,3.9952295,90.83072,254.4791,80.28302,1.0503528,12.466085,47.43018,291.33862,48.146183,0.6201123,36.43592,229.71687,149.50134,2.236163,23.280142,340.5354,212.5923,7.024278,122.761444,152.95978,5.2207313,221.44295,521.7639,30.393097,107.37524,64.54558,608.5501
0.045302574,1.0053731,13.422278,57.581284,155.64365,101.91777,64.44747,0.12370495,3.229267,29.97827,105.2337,78.22133,104.0663,0.124251746,4.037154,33.541496,201.58583,102.63939,122.34876,0.43171886,8.823662,65.117035,102.35048,102.60164,0.54864204,12.004423,148.1132,293.34918,72.35842,1.3738183,25.437422,84.76098,89.75497,1.906066,65.88733,323.12927,286.24734,4.6271186,44.336163,64.79268,13.384893,196.77303,558.6665,10.756411,39.942516,55.67593,578.50024
0.08351141,1.7537673,13.659395,35.194,75.59936,135.05684,75.75277,0.17258756,5.061336,48.126446,172.68504,159.38255,114.86462,0.2206177,4.1721005,22.75014,103.56918,136.53506,61.378674,0.68774813,15.745765,109.179054,176.70345,90.74918,0.604217,8.699325,84.09604,231.09676,52.0993,2.3488362,42.686337,144.02182,69.80686,1.5032457,41.267307,256.63174,257.5994,7.9619637,76.13368,59.599174,9.093197,159.44336,516.3309,18.416761,48.799843,45.797485,521.2904
