f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18
67.08063,17.291864,41.565426,6.8113146,-31.445326,-38.472595,1.127843,3.239134,-0.88494146,-20.406952,-0.90518063,-3.9565225,-21.933683,-0.9288367,-4.3283443,-19.148258,-1.6779325,-4.1781764
58.02894,14.392867,37.504272,-1.397332,-29.59382,-36.14466,-9.043957,5.306155,1.4451501,-22.124197,-1.154846,-4.6924925,-24.382116,-1.2608043,-5.3397255,-20.81602,-1.9372143,-4.77892
57.563747,10.273007,35.510063,-4.1317477,-35.44331,-41.831078,-18.935072,3.2271025,-2.7013955,-20.005642,-1.1711066,-4.3112245,-22.01938,-0.94032335,-4.481894,-19.31274,-1.6706009,-4.2836604
60.798798,5.5738635,27.018719,8.422296,-53.355415,-58.09745,2.9578388,-11.302025,-18.386387,-20.341797,-0.60412395,-2.8577092,-21.529419,-0.797285,-4.0041013,-18.768118,-1.2675534,-3.8833163
66.16193,18.06672,41.232372,9.008866,-30.72585,-36.57655,-2.6359105,5.573952,0.90770113,-19.218672,-1.3386598,-4.055008,-20.662485,-0.91489726,-4.4870057,-18.14818,-1.7417438,-4.2766647
53.145008,-2.4709082,23.30091,-3.5097175,-43.056244,-45.657307,-31.877258,-1.7633464,-10.872523,-17.024801,-1.2810496,-4.3863435,-18.444088,-0.9347006,-4.353507,-16.411253,-1.6825778,-4.2072105
44.086143,14.477069,37.185135,-11.074526,-29.211256,-38.438007,-27.445364,3.8925471,-4.464248,-18.137861,-0.7902383,-3.50107,-19.277601,-0.8606743,-4.104504,-16.442783,-1.1822076,-3.6548324
64.664055,18.50167,42.40653,4.292417,-28.566223,-36.46592,-3.8789005,6.122647,1.7258654,-19.677435,-1.3683267,-4.1762457,-21.270426,-0.8856131,-4.3125896,-17.804144,-1.7500802,-4.077543
59.968235,19.82267,42.14487,2.5329893,-28.383371,-35.99634,4.080132,5.8684387,1.7263325,-18.351847,0.049915463,-2.2079594,-20.037464,-0.52196765,-3.6562376,-18.482113,-0.6691555,-3.040462
55.72213,23.284452,45.284184,6.8934526,-22.353786,-28.980362,3.665099,7.3304353,2.8254344,-18.250305,-1.6567199,-4.9284353,-20.405617,-1.0866816,-5.090633,-17.198538,-2.003251,-4.3330564
23.809555,2.7546687,21.420656,-30.124306,-33.747166,-45.384243,-42.511543,-2.054382,-15.229264,-17.573307,-1.8183408,-4.5514555,-19.152462,-1.1261666,-4.8337526,-16.30844,-1.5882902,-4.101004
61.61159,14.568893,39.66008,2.381237,-32.104755,-38.848873,-6.8314223,3.8699553,-0.46049732,-21.683586,-1.1696391,-4.719825,-23.802162,-1.0347462,-4.873418,-21.040668,-1.6772133,-4.491393
59.9091,8.877227,34.671585,0.7198391,-36.340355,-42.564644,-16.937956,1.9886792,-4.358593,-20.25926,-1.41131,-4.5433984,-22.366219,-1.0332747,-4.638536,-19.105227,-1.8609185,-4.4298134
58.1391,4.6364307,29.182964,1.8476464,-37.361027,-41.704674,-18.480522,0.8956691,-4.550046,-21.28207,-1.7477444,-5.5763836,-23.255993,-1.1877117,-5.3365545,-20.991873,-1.9628922,-4.8587074
56.44034,5.2300787,29.494024,-1.0486171,-37.25187,-42.57034,-19.792624,2.0421717,-4.8730555,-18.925909,-1.0635673,-4.1188903,-20.18575,-1.0209302,-4.540582,-17.926695,-1.6825027,-4.201758
67.47374,17.36562,40.335964,13.2542,-28.084034,-32.961834,7.319836,6.189564,2.9706275,-20.796764,-1.9197563,-5.527151,-23.840591,-1.2185056,-5.476255,-20.076576,-2.2441125,-4.781723
47.256958,17.493961,39.619717,-2.6591315,-27.104448,-34.410255,-15.956491,3.9235086,-2.1179557,-19.103271,-1.401366,-4.5550413,-21.549715,-0.97178423,-4.716251,-18.187689,-1.7229139,-4.2253704
49.67345,-21.264454,0.8462869,8.393389,-68.242065,-70.66859,-9.878369,-33.626305,-43.479137,-18.6492,-1.3124495,-3.2900665,-19.441532,-0.9246414,-4.404498,-16.264284,-1.2976351,-3.9455452
60.84436,16.620768,39.37074,-1.16302,-29.05739,-37.531994,-5.2549067,4.28854,-0.8265491,-20.807205,-1.0223125,-3.8106587,-22.434927,-0.8395132,-4.4262886,-19.544731,-1.632644,-4.136692
54.689495,0.22353609,27.182577,-4.106518,-41.818676,-46.208534,-29.34731,0.8653096,-7.7198653,-20.059155,-1.421406,-4.6463275,-22.548687,-1.104638,-4.939629,-19.67917,-1.8390719,-4.3377457
63.560345,11.238164,36.23635,4.7330484,-33.674023,-39.563583,-7.185318,3.4321268,-0.86152023,-19.893696,-1.4265385,-4.5183992,-21.583399,-0.931644,-4.5794477,-18.483532,-1.6955451,-4.196031
63.872135,11.533208,33.747013,7.2286444,-50.700584,-56.78319,8.339243,-6.417881,-12.970851,-20.192856,-0.6395587,-3.017746,-21.250496,-0.7336298,-3.7570004,-18.05746,-1.2278513,-3.6145508
58.17556,17.576979,39.17913,6.417324,-27.314407,-32.348488,-4.9275646,3.0685556,-1.2822735,-18.495964,-1.3248487,-4.6552024,-20.25653,-0.97244734,-4.6808195,-17.48194,-1.6850405,-4.117232
34.50242,24.068537,45.93566,-18.559555,-23.216007,-33.33538,-20.491545,4.524717,-5.530207,-13.256671,-0.9083949,-2.3903902,-13.948923,-0.58304834,-3.1171525,-11.663653,-0.68081635,-2.78583
40.284428,18.942871,40.793694,-13.504218,-24.90831,-34.56191,-21.802235,4.0449796,-3.8302567,-20.116577,-1.0043308,-4.1309114,-22.43871,-1.0966918,-4.8390713,-19.1503,-1.4563,-3.9619448
59.939064,8.038928,32.094803,-0.7024709,-37.57514,-43.106487,-20.319675,2.109058,-3.394372,-19.225061,-0.39476487,-3.42198,-20.226904,-0.73246396,-3.8776128,-17.887976,-1.5656997,-3.694093
41.831944,-30.538807,-12.255516,1.7407231,-67.83462,-69.06607,-3.566473,-24.09269,-29.841345,-18.681852,-0.25211883,-3.7023473,-19.15635,-0.96499175,-4.39167,-16.673426,-1.304923,-3.7036943
58.037033,19.616676,42.11522,2.4301958,-27.572496,-33.938126,-6.7689896,5.804427,0.7974508,-18.2889,-1.3969612,-4.0711503,-20.234163,-0.91963464,-4.4890547,-17.12385,-1.7113425,-4.201636
51.363014,-20.188114,6.5381875,-2.5610926,-57.47319,-58.357037,-25.685322,-7.676742,-15.270976,-18.768236,-1.125427,-3.711967,-20.353045,-0.9758664,-4.378374,-17.398413,-1.2818,-3.8864114
54.613853,10.187459,33.00493,-2.8524122,-33.71641,-39.556286,-21.273016,3.5437317,-2.458883,-19.994896,-1.1686695,-4.4472136,-21.548407,-1.0406001,-4.756189,-18.534876,-1.8075281,-4.3511066
47.199024,-28.271175,-7.0236306,11.85244,-68.008865,-69.39415,-25.139677,-39.613205,-48.05068,-18.157862,-0.79108864,-2.4638228,-20.234974,-0.85912293,-4.066764,-16.369253,-0.804529,-3.4990544
58.75599,8.9087515,32.978725,-0.17528725,-33.92201,-39.85971,-17.90723,3.3298767,-2.900548,-18.91113,-1.1230539,-3.677756,-20.281948,-0.83385867,-4.1446304,-17.439552,-1.52503,-4.0323567
44.741684,17.177204,38.510685,-8.512456,-28.029495,-36.409027,-19.791924,4.586145,-2.2939777,-19.217707,-0.53328574,-3.3857882,-20.803152,-0.990193,-4.4374347,-18.410366,-1.3479594,-3.6020067
59.069756,7.1384473,31.782188,0.5485007,-36.30714,-40.83197,-21.787779,3.1903648,-2.5064132,-19.695162,-1.3010231,-4.2869678,-21.573927,-1.0013683,-4.76069,-18.622843,-2.0104518,-4.3373833
58.434856,4.966792,26.811174,4.78196,-34.4233,-37.715298,-11.072095,1.3553684,-3.5245874,-20.423687,-1.2525507,-4.987606,-22.070107,-1.0146065,-5.1522746,-20.586523,-1.8040642,-4.5008554
55.058422,7.513523,30.805708,-0.8497951,-34.734768,-41.327244,-22.952293,2.0919104,-5.281816,-17.855322,-1.066593,-4.1760573,-20.109146,-0.9123459,-4.2717633,-17.65249,-1.6009574,-4.2028847
61.370453,13.794739,36.69168,4.895929,-31.506231,-37.13425,-6.620146,4.4999404,-0.013829199,-19.968208,-1.1461498,-4.1238756,-20.64978,-0.9483761,-4.373423,-18.326176,-1.6279416,-4.272118
52.929657,21.103819,43.052616,-1.4363495,-24.432909,-31.93134,-3.6779733,4.62633,-0.47766942,-19.38182,-0.5701381,-3.8516877,-21.28056,-1.0007151,-4.438683,-18.59198,-1.4880459,-3.7769916
65.11916,22.53638,46.421124,6.318153,-24.711258,-33.130444,2.5165823,5.213152,0.22219938,-22.478725,-1.491639,-4.708492,-25.122538,-1.1326879,-5.3028665,-21.817406,-1.7404891,-4.3981285
57.88407,10.690496,33.611977,2.1017287,-30.31189,-35.735806,-8.862282,4.9800954,0.23185425,-19.812786,-1.1170822,-4.4207044,-21.121326,-1.044638,-4.784859,-18.601818,-1.6391485,-4.0086985
57.66273,0.56976753,25.713205,1.935535,-43.85605,-47.658966,-11.767456,-2.7910357,-7.0587344,-20.2393,-0.82128525,-4.026119,-20.592384,-0.8985688,-4.2182856,-18.392778,-1.4737712,-4.020295
49.075645,3.1164987,24.942755,-1.089062,-35.81564,-39.502495,-24.708494,2.9184484,-3.4679768,-18.619629,-1.16109,-4.525009,-20.4747,-1.0292095,-4.9064794,-17.749846,-1.6679043,-4.2117224
62.220463,22.256678,44.543728,6.0119634,-24.326561,-32.151897,4.5650387,7.041229,2.8067193,-21.088148,-1.4741381,-4.5433335,-23.639084,-1.1736807,-5.201459,-20.573662,-1.8017477,-4.2353134
45.05432,7.6946716,29.162195,-10.408175,-34.701546,-41.937435,-29.035105,2.4803247,-6.074961,-17.913681,-1.0736156,-3.8543873,-18.83252,-0.94259655,-4.1800156,-16.30957,-1.372915,-3.7390983
61.57753,15.989492,39.561657,2.8054357,-30.051594,-36.068493,-7.3563848,4.083619,-0.5889047,-19.471632,-1.6411455,-4.623198,-22.589691,-1.0671555,-4.987871,-19.573462,-2.108416,-4.573633
53.12123,-2.2813933,23.270853,-1.1056771,-48.419716,-52.03228,-21.046112,-4.147872,-11.87297,-18.163015,-0.671599,-3.4672973,-19.560745,-0.8166361,-4.158502,-16.782818,-1.3661301,-3.6748984
57.196793,11.738164,34.86283,-1.1087867,-34.367733,-40.75715,-14.049267,3.7768173,-1.5818413,-19.11893,-1.0134238,-3.810721,-21.225946,-0.98136777,-4.3694696,-18.773262,-1.6712486,-4.2295794
60.577663,17.407398,39.69228,3.3896513,-29.8475,-36.803814,-4.5844383,4.7034307,-0.3813371,-19.649048,-1.2917403,-4.484594,-21.775932,-0.8979409,-4.518416,-18.912237,-1.7675127,-4.308345
68.78008,15.699379,39.51224,7.443388,-32.241993,-38.91481,3.3495934,4.1373167,0.4161765,-20.30213,-0.8886507,-3.817613,-21.069208,-0.87837577,-4.076803,-18.68791,-1.6449593,-3.9862607
37.550507,17.603565,39.67208,-12.988139,-26.001835,-35.06795,-25.114244,2.6053174,-7.951915,-20.19779,-1.131323,-4.5790815,-23.223988,-1.1314526,-5.176812,-19.906908,-1.5935698,-4.1306777
49.459934,7.989597,29.482565,-2.146356,-32.718765,-37.60022,-18.090303,3.4622185,-2.4835522,-19.794228,-1.4680575,-5.4736876,-20.983124,-1.138511,-5.075104,-18.83747,-1.7132782,-4.3950987
55.490276,9.489743,33.12911,4.065362,-31.288778,-35.52156,-11.981631,4.0596356,-0.8818674,-20.147715,-0.94122475,-4.4032345,-22.098845,-1.0675117,-4.963565,-19.710192,-1.5504394,-4.0929837
60.752075,6.1893654,28.422598,4.091469,-39.127678,-42.67222,-10.042057,3.2511756,-0.45751634,-19.977955,-0.8046956,-4.267506,-21.643452,-0.9091895,-4.552201,-19.664667,-1.817618,-4.2708483
60.34192,12.018472,35.100636,6.0194116,-32.097897,-36.263058,-13.194365,3.00163,-1.8030722,-19.574415,-1.0853051,-4.0852175,-21.557459,-0.9165665,-4.7083726,-18.24744,-1.5686412,-4.1379867
66.11001,18.473906,40.377193,12.346881,-26.458895,-32.22444,8.909679,6.432157,3.6175523,-22.57337,-1.0816334,-4.8898635,-25.042076,-1.3660235,-5.483986,-22.056887,-1.9735237,-4.5459685
63.670452,12.911815,36.42679,2.7675488,-36.237267,-43.59814,-0.32166067,3.111613,-1.0442265,-20.830704,-0.56659156,-3.48676,-22.76444,-0.79617536,-4.222316,-19.783104,-1.4419173,-3.7594934
67.448906,25.754894,49.8892,10.203425,-22.076387,-29.915194,14.7499275,7.776499,4.3461027,-23.678709,-1.3438224,-4.8574724,-27.760637,-1.3528593,-5.7085505,-23.246687,-1.7713796,-4.416867
54.92253,-0.13128662,24.320238,-0.35581198,-39.902695,-43.83527,-25.97852,0.7328386,-5.780077,-19.359997,-1.1549685,-4.402855,-21.358353,-1.0332181,-4.627506,-18.761581,-1.8076724,-4.282926
53.33263,16.841934,37.6371,1.0538561,-27.7589,-35.529373,-8.848048,4.6498322,-1.0472602,-19.279425,-0.8674829,-3.850322,-21.134583,-0.9517543,-4.5031714,-18.602785,-1.4199896,-3.7242808
54.547195,24.093542,46.472893,4.8423963,-22.242361,-29.696611,6.3317327,7.2099843,2.4337206,-21.189432,-1.651317,-5.4462094,-24.02174,-1.3398768,-5.5490456,-20.727133,-1.9767194,-4.4162107
48.792107,-6.7683845,18.127104,-17.237411,-44.011646,-52.4783,-33.69232,-1.0631553,-10.541208,-18.334888,-0.8503647,-2.8451269,-18.910513,-0.72203994,-3.7004008,-16.308523,-0.9727634,-3.533134
49.109386,-23.169807,-6.4351196,10.612085,-70.34472,-73.47766,-3.6976058,-39.50696,-47.89414,-16.704554,-0.31209058,-1.2680182,-17.828634,-0.45032486,-2.8877733,-13.727155,-0.2747876,-2.7294178
57.332375,0.7241568,27.452452,-0.9181854,-41.912334,-46.544464,-29.05093,0.35776514,-7.297002,-19.330727,-1.4066806,-4.079888,-21.046434,-0.87912935,-4.333102,-18.376144,-1.8099375,-4.4626307
54.670784,23.559261,46.19785,-0.42499766,-22.954107,-31.245975,1.7023286,6.078427,0.79987156,-19.086956,-0.5372446,-3.6750352,-20.507746,-0.9481196,-4.2669516,-17.561672,-1.2339232,-3.624193
43.868637,-41.91,-32.62073,7.4047127,-61.5818,-59.301537,12.285261,-12.147187,-14.063978,-20.917051,-0.79171336,-4.2408876,-20.143625,-1.1201639,-4.933459,-18.915606,-0.63333267,-3.6846516
33.561623,23.448126,44.395885,-14.852288,-22.896854,-32.36627,-17.119259,5.3430395,-3.1512306,-16.877508,-0.72713,-3.285384,-17.968481,-0.7996288,-3.913022,-15.020966,-0.9082226,-3.2957134
63.26643,11.05118,28.456882,19.311945,-30.385248,-32.307255,9.056704,3.6648667,0.5090808,-21.785551,-2.1130836,-7.016258,-22.460123,-1.6260358,-6.4673033,-21.02391,-2.7323222,-5.64415
23.445894,21.6475,41.71598,-23.319208,-22.828575,-32.602364,-34.57636,4.043274,-6.28047,-16.235626,-1.0986398,-4.051041,-18.274662,-1.0696499,-4.444286,-15.365279,-1.329572,-3.664209
60.20976,15.144263,39.067028,-2.2990057,-34.07958,-41.58161,-11.085881,4.2289796,-0.29141375,-20.327425,-0.5828316,-3.177069,-22.266539,-0.85340255,-4.0876436,-19.05778,-1.3061734,-3.820137
47.642372,-20.025476,6.0186954,-11.056503,-60.93389,-66.039665,-24.732277,-15.87137,-25.50872,-18.457401,-0.5476701,-2.9241107,-18.328733,-0.6771678,-3.5466964,-15.978546,-1.0993131,-3.4889092
43.99886,16.260445,36.965546,-9.299263,-28.990963,-37.337357,-24.823858,3.2577102,-4.540741,-19.354101,-0.99212825,-4.029917,-21.543903,-0.9452827,-4.603636,-19.057142,-1.7441747,-4.1476326
56.955883,18.787556,40.141144,5.0124073,-27.310617,-33.877045,-5.2259884,5.3640623,0.3862735,-20.36926,-1.5963026,-4.899494,-22.758848,-1.1663516,-5.2201586,-20.332327,-1.9703281,-4.636872
60.73442,4.7282643,30.495644,6.1726775,-38.004303,-40.74147,-8.382143,2.1800284,-1.4239254,-20.807451,-0.94257116,-4.4403577,-23.210072,-1.0995909,-5.1232734,-20.998346,-1.8822671,-4.409941
36.281376,19.991205,39.820347,-19.088541,-26.315042,-37.942863,-28.206093,2.6836996,-7.672106,-15.4311495,-0.57330006,-2.6984124,-15.436727,-0.5303871,-2.8700204,-13.191313,-0.74082,-2.817897
56.490692,14.346691,37.40132,-1.0336155,-29.59841,-36.14621,-8.329252,3.7514877,-1.4335701,-19.931358,-1.0609069,-4.2206626,-22.31964,-0.960032,-4.6382284,-18.931976,-1.7276716,-4.0906167
57.29413,-3.6966498,24.417524,0.17317134,-44.175594,-47.021606,-19.407442,0.22689651,-5.0380964,-20.166838,-1.0639,-4.0943594,-21.946726,-1.048994,-4.663833,-19.08654,-1.5388279,-4.054754
62.71239,12.09827,35.57751,4.5703645,-34.789215,-40.226345,-3.003174,2.943055,-1.7958603,-21.85911,-1.3578359,-4.8296366,-24.755293,-1.1629742,-5.196589,-22.302862,-2.153772,-4.7757034
51.89953,21.783197,42.908787,-2.6314232,-24.945204,-33.66372,-2.2625353,5.9739,0.19663036,-17.446575,-0.12246452,-2.4764495,-17.608923,-0.62695277,-3.2053256,-16.32204,-0.75287193,-2.8278966
65.04354,15.073269,38.816444,7.1562595,-31.575977,-38.1582,-2.8248444,3.3632336,-0.9469336,-22.050274,-0.992338,-4.41139,-25.179081,-1.1654947,-5.136826,-21.616104,-1.7216269,-4.443936
52.530033,14.386836,37.58608,-2.4764419,-28.796963,-35.27673,-11.612898,2.2328389,-2.610008,-20.471195,-1.2741995,-4.9958487,-22.596893,-1.0902683,-5.140609,-19.818035,-1.604859,-4.448219
64.64458,12.593089,37.7204,6.5670366,-33.340115,-40.361973,-8.230754,1.8250064,-4.242336,-20.2443,-1.7470928,-4.6422358,-21.815567,-1.010349,-4.77038,-18.751812,-1.8709635,-4.410643
60.92629,13.012753,37.368774,3.4189222,-30.894997,-37.834755,-7.332917,3.5902498,-0.7463211,-20.878357,-1.4251788,-4.796559,-22.836744,-1.0453002,-4.8933487,-19.957697,-1.9660994,-4.5864367
55.17157,16.59757,40.328796,-3.0730376,-29.015585,-37.24114,-11.136602,4.476594,-1.1709675,-19.883543,-1.0458168,-4.1370277,-22.164606,-1.0109005,-4.6396103,-19.076027,-1.6244477,-4.1952186
46.90632,26.001066,49.283184,-5.344298,-21.138853,-29.822449,2.7081418,7.392323,1.9475087,-17.667843,-0.78533536,-3.188884,-19.804752,-0.88004696,-4.0209074,-16.513203,-0.88717145,-3.364772
40.719704,-16.311966,9.365588,-20.9918,-48.321606,-55.141975,-44.517284,-3.6681018,-15.545998,-18.115257,-0.946413,-3.473454,-19.506672,-0.8578065,-3.745828,-16.387829,-1.4255246,-3.5046647
50.359367,-11.284348,11.699925,-5.1462073,-61.318806,-65.167206,-26.209595,-20.445692,-31.146196,-19.297598,-0.2985308,-2.206112,-20.382101,-0.67666274,-3.6864486,-17.519674,-0.88719964,-3.615996
50.000862,11.349897,33.883682,-5.461002,-31.689873,-39.011616,-16.676874,2.989792,-3.4831345,-20.249943,-0.93651646,-4.165406,-22.3895,-1.0922906,-4.7757373,-19.854431,-1.5850888,-4.1489077
48.827194,11.726044,33.574005,-6.408146,-30.747684,-36.968967,-19.260096,3.7937088,-3.7836266,-17.563969,-1.058905,-4.14813,-18.757586,-0.98999363,-4.3136563,-16.199516,-1.6665843,-4.0146008
69.23002,19.5407,42.378548,10.992495,-27.078083,-33.26368,6.782085,6.387409,2.8451223,-20.40845,-1.240552,-4.176893,-22.830528,-1.0831326,-4.957484,-20.241497,-1.8375556,-4.2790365
54.509773,-6.9332,17.202362,-0.6677639,-52.525734,-55.33826,-25.365267,-5.8806925,-14.17825,-17.625444,-0.7952362,-3.5075517,-19.059044,-0.88300794,-4.0424232,-16.17945,-1.8246834,-4.022572
35.169117,15.16559,36.93731,-22.241955,-30.392988,-42.664867,-37.34912,1.4112664,-11.911458,-16.316122,-1.1471438,-3.1682322,-17.48768,-0.80021983,-3.7326725,-14.347064,-1.052071,-3.34691
61.374798,21.753155,44.356102,3.3318467,-26.441668,-34.960052,-1.6752895,4.538347,0.30360848,-20.666656,-0.58728915,-3.3605363,-21.576214,-0.83938354,-3.9380016,-19.757746,-1.4345021,-3.8758192
61.513187,12.9583845,37.414143,5.2813997,-30.180277,-35.33961,-8.804637,3.1623347,-2.12831,-19.321442,-1.7518289,-5.3272114,-21.799017,-1.1011504,-5.2198863,-19.228546,-1.9867873,-4.496175
59.263844,10.654654,30.826693,7.8046308,-31.243786,-36.790386,-2.9321024,4.157659,-0.45705724,-21.845764,-1.6410346,-5.5648127,-24.261353,-1.1256297,-5.393256,-20.327791,-1.782705,-4.5431576
71.2207,20.122887,44.19807,16.041393,-30.641846,-37.234577,9.794657,3.8271403,-0.748938,-22.629547,-1.7162322,-5.3156447,-26.49757,-1.3694631,-5.7570333,-23.07559,-2.418187,-4.833244
72.96802,23.124058,48.0682,9.985045,-25.5675,-34.32385,10.54579,5.896557,2.6624544,-22.759077,-0.7346036,-4.002186,-23.871983,-1.0110296,-4.7007413,-22.10301,-1.6687452,-4.279705
48.00718,14.63816,35.746933,-3.2838519,-30.851303,-37.46201,-23.732695,3.389597,-3.8474774,-18.984238,-1.4167306,-4.924988,-20.762186,-1.1152582,-5.031798,-18.819744,-1.7124691,-4.227853
32.31296,20.497593,41.75677,-15.431964,-23.693857,-32.819176,-26.874878,4.7038684,-5.174959,-14.899667,-1.7151297,-4.003735,-16.254623,-0.94725466,-4.19564,-12.508742,-1.399386,-3.6049542
70.43228,24.251005,48.991585,10.5475855,-24.144556,-32.529613,11.320551,5.687466,2.3049858,-23.926176,-1.1326886,-4.826039,-26.638706,-1.1753467,-5.2433624,-23.211134,-1.6760632,-4.3939896
58.84761,12.029425,35.030807,3.5657706,-33.566887,-38.348244,-12.157508,3.366501,-1.4124726,-20.153358,-1.1319996,-5.0812297,-22.920765,-1.1091862,-5.0778933,-20.16854,-2.1476438,-4.6409435
49.873764,18.656376,40.20178,-4.3012805,-25.900307,-33.92926,-14.225406,3.5674138,-2.9983444,-20.819353,-1.3344434,-4.90425,-23.019024,-1.0596774,-5.059811,-19.376173,-1.473472,-4.0971303
38.429287,22.451046,41.51048,-5.1823087,-23.088148,-30.4169,-10.311965,6.107772,-0.76192784,-15.18879,-1.675073,-4.8714414,-16.47895,-0.980191,-4.397088,-14.12764,-1.8528408,-4.127344
71.57151,22.964483,46.568092,13.8938675,-26.104292,-34.009304,12.987888,6.7320175,2.9248772,-21.197166,-0.83956057,-3.7402234,-23.095356,-1.0339793,-4.7059402,-19.273718,-1.5471102,-3.9801712
66.32553,25.21818,48.751705,13.129179,-22.20329,-29.009373,14.430956,7.1963677,3.8612862,-21.575111,-1.3506746,-4.718159,-24.839968,-1.229219,-5.478784,-20.924498,-1.614592,-4.3998914
64.10452,12.344459,35.484417,3.8944185,-34.128773,-40.648792,-3.6763911,2.9842618,-1.248619,-20.378798,-0.8360878,-3.9016044,-21.619085,-0.89715356,-4.3381147,-19.240517,-1.565124,-4.1032453
57.013054,0.63649374,27.667635,-2.9065173,-39.036736,-45.610676,-28.306673,1.0095856,-5.616116,-20.331732,-0.8384762,-4.300149,-21.602846,-1.0058836,-4.5563025,-19.425177,-1.5281419,-4.0617948
60.73825,21.496677,43.252483,9.243289,-25.490377,-30.628407,7.2469687,5.280656,2.7751276,-17.576038,0.5202744,-3.20254,-19.4639,-0.37389484,-4.1042385,-18.325294,-0.29235676,-2.8800175
64.65254,19.766878,42.456486,11.008124,-26.144928,-32.256565,1.9472594,5.729531,1.8169596,-22.76411,-1.1557361,-4.747294,-26.334282,-1.2647368,-5.707755,-22.71423,-1.9088051,-4.5509458
68.57543,20.85381,45.382027,11.149324,-26.525171,-33.38849,8.043012,5.7351785,1.6260505,-22.477318,-1.3958458,-4.8328047,-25.541147,-1.215125,-5.3981433,-21.621998,-2.0314941,-4.570975
69.24855,23.01139,46.179623,14.39898,-24.09537,-30.650148,12.414761,7.5649123,4.022792,-22.512653,-1.6802093,-5.47763,-25.961819,-1.3827615,-5.8339233,-22.014978,-2.0879483,-4.4538493
64.45645,19.146418,41.957912,2.9533708,-29.616722,-37.997707,2.0507045,3.8067274,-1.1739364,-21.231256,-0.5755701,-3.1809642,-23.116186,-0.80997604,-4.203786,-19.974468,-1.3106153,-3.8338006
39.85322,-25.779343,5.838592,-17.744942,-48.67697,-53.755154,-41.26679,-13.904791,-24.64128,-20.156395,-1.5313982,-4.489718,-22.67891,-1.16832,-5.27421,-20.227848,-1.8370643,-4.492305
54.890335,8.931671,33.58755,-2.5350595,-32.447384,-39.352695,-16.853678,1.0131186,-4.907867,-22.018524,-0.78193724,-4.2137785,-24.36401,-1.0646491,-5.031111,-21.785536,-1.7697524,-4.1588116
49.05919,13.777939,34.990295,-3.6260614,-29.469614,-36.866257,-22.182692,3.1529176,-3.9373927,-17.94122,-1.1723405,-4.4734616,-18.893736,-0.91044945,-4.3857093,-16.987059,-1.403472,-3.9094002
48.78306,-20.854984,4.834383,-5.3445115,-51.603413,-53.29193,-39.01812,-3.3399022,-12.710303,-17.436459,-1.1131052,-4.3220153,-18.882896,-1.0751249,-4.6304793,-16.299372,-1.7450314,-4.079256
48.622715,-10.153342,14.599558,-3.6341944,-44.97809,-48.85857,-24.211706,-3.635112,-12.212783,-19.17534,-1.2144107,-5.0652065,-20.646692,-1.1169701,-5.125798,-18.791502,-1.9223081,-4.2804704
67.61413,19.19486,43.206017,6.4554005,-32.213284,-40.5597,3.7399387,3.3844478,-0.5939768,-19.990088,-0.60647655,-3.0205886,-20.818382,-0.6509031,-3.7528987,-19.186646,-1.1917337,-3.745974
51.889027,23.877182,46.329174,1.5162208,-23.909054,-32.52301,-6.635564,5.565786,-0.17236401,-21.225769,-1.4372112,-4.627795,-23.570637,-1.1548792,-5.137572,-20.3023,-1.9779935,-4.50799
53.333668,-9.048253,17.422743,-1.997852,-47.390743,-50.579678,-23.485407,-2.497784,-10.2126665,-19.904696,-1.0858022,-4.5546646,-21.49545,-0.99803764,-4.89205,-18.966587,-1.6816219,-4.1730075
65.24596,19.38993,43.021885,6.6635795,-29.565199,-37.14486,1.2365291,5.3049493,1.8386315,-21.317,-0.74434704,-3.6712854,-24.493242,-0.9318684,-4.513724,-20.575434,-1.5703166,-4.0781074
56.42144,20.694458,42.94882,7.512479,-23.452177,-30.271532,6.110597,7.104879,3.1821873,-21.488579,-1.4337767,-5.6451044,-23.85926,-1.4331805,-5.7354145,-20.992212,-2.006022,-4.691358
59.232655,13.627516,37.71376,3.3731835,-29.616562,-35.144325,-6.2318015,4.851453,0.101456895,-19.918262,-1.3746665,-5.178641,-21.955818,-1.1094732,-5.0633893,-19.663788,-1.9266409,-4.4942713
62.736717,13.085017,37.86335,2.5863323,-33.967937,-40.664375,-8.490563,2.773457,-1.9079895,-20.683168,-1.0926894,-3.9909894,-22.507526,-0.97251385,-4.4699225,-20.074528,-1.8378184,-4.466238
62.20659,23.983723,46.756153,5.805065,-22.795929,-29.938951,9.852008,6.8919697,3.2362578,-21.613194,-1.5878302,-5.2621856,-24.450499,-1.239477,-5.4893823,-20.939697,-2.0867262,-4.5347805
54.351147,17.052174,39.10393,-2.1261625,-28.337006,-36.017937,-6.430604,4.5113916,-0.62915415,-20.484875,-1.0622605,-4.59712,-22.207985,-1.0224218,-4.7178636,-19.812834,-1.7342209,-4.155287
66.473305,18.197382,41.167267,6.976441,-31.472393,-39.441868,2.7034988,3.9086123,-0.14901759,-20.143972,-0.7494724,-3.3418968,-22.365095,-0.8287812,-4.2207146,-18.779667,-1.5931249,-4.1713686
64.228645,20.870491,44.163902,8.583177,-25.570974,-33.20983,5.997712,6.790335,3.2186327,-20.134548,-1.1812356,-4.103341,-22.3168,-1.1132107,-4.7653594,-18.19211,-1.6528124,-4.1048594
