f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
64.71055,58.91627,78.2066,57.040073,-20.442713,44.70976,-22.77967,77.24801,0.29638994,-2.098415
31.146053,22.581726,47.299313,23.661182,-20.612709,42.26553,-19.002752,47.26884,0.4137892,-2.3677235
14.627575,12.41942,19.74564,11.420315,-7.4292026,17.940908,-9.563682,20.02193,0.54400015,-1.8751615
66.977356,60.874268,80.22428,59.303974,-20.56385,44.8494,-23.55279,78.949425,0.2937716,-2.159372
56.2704,50.49625,69.59058,47.000957,-18.301182,40.172836,-21.917177,69.55916,0.27093583,-2.3414795
54.58911,47.36448,68.36078,44.52842,-20.474922,43.267223,-22.957916,68.01915,0.27151352,-2.3718927
31.587757,30.176903,39.637817,27.41245,-8.681597,24.838158,-15.665793,38.71051,0.33664244,-1.8678586
28.102945,25.593538,35.997715,24.039263,-8.138409,21.68844,-12.924453,35.661404,0.367751,-1.7900361
76.114075,63.942177,95.08326,66.72287,-29.754784,53.258545,-22.534105,95.99736,0.29683083,-2.2483833
60.18931,54.94452,68.9627,53.343903,-16.094528,35.286957,-19.110397,69.394806,0.25943267,-2.0614145
56.9983,50.95317,70.27245,50.74449,-18.220802,39.598347,-20.451756,69.274666,0.27337763,-2.126745
62.40378,56.61878,74.82071,54.615044,-16.50446,39.67131,-21.848284,73.31811,0.2720191,-2.2751987
58.88896,54.449326,73.19831,51.360405,-18.076542,42.84697,-23.592154,72.62221,0.2696871,-2.279007
28.191715,26.072813,36.325344,24.156942,-8.987641,22.071062,-10.985315,35.884804,0.35508627,-1.8980819
31.747675,28.442213,39.75241,26.244692,-8.303267,24.031017,-13.101456,40.007023,0.31813726,-1.7686704
59.45486,52.04807,74.54435,50.413418,-22.0356,46.979767,-23.881746,74.12821,0.30725312,-2.092944
51.965523,44.946106,65.0767,43.441795,-18.054813,41.402473,-20.668869,64.34865,0.2986048,-2.3044994
58.4669,53.62209,70.26738,52.95974,-19.325598,40.93244,-21.160284,70.448746,0.309963,-2.110638
59.982124,51.803436,76.67417,52.684837,-25.219856,49.955997,-24.345316,76.22416,0.32675642,-2.2313962
55.14665,49.41268,68.232346,47.299526,-18.24857,40.445503,-21.296036,67.67731,0.29676288,-2.2243028
48.336887,44.778503,56.800224,42.94105,-12.110484,29.777597,-17.171164,57.758842,0.28193885,-2.0202444
65.18144,56.768196,79.54778,55.923737,-25.33748,49.73185,-24.452587,79.79194,0.31659347,-2.1362424
60.721092,52.146973,73.70579,52.100807,-21.1573,45.018757,-23.26686,73.71982,0.30023706,-2.2704237
57.838753,48.78033,72.81969,48.585342,-22.061485,46.410156,-23.199516,73.35447,0.30325773,-2.236212
46.58718,41.77556,57.22686,41.540295,-13.547481,30.82762,-16.2529,55.73138,0.29700968,-2.088068
54.512417,50.059067,68.467514,48.62636,-16.204025,38.900074,-20.89535,67.85882,0.28288466,-2.1254315
32.57077,28.452494,44.80512,27.445415,-11.119146,30.189194,-18.75105,45.036232,0.3478182,-2.3278623
56.159885,50.716793,68.2552,47.891872,-17.716345,39.48542,-22.144314,68.19402,0.2862734,-2.2182066
31.155117,27.390024,39.488457,26.178959,-11.263327,27.26983,-13.948944,39.26609,0.38308054,-1.9943087
50.868595,45.129517,62.147587,43.81077,-17.330753,38.670864,-19.588345,61.004837,0.30936277,-2.185328
47.556606,44.115646,54.439896,43.149433,-10.358521,25.396822,-14.485035,55.067234,0.25536835,-1.9099859
32.010025,28.777397,42.007927,27.970997,-9.070097,25.148596,-13.665032,40.88718,0.29282933,-2.0310671
15.338824,14.672555,19.5806,12.55116,-3.6953254,13.773626,-8.687835,19.995049,0.5026216,-1.469944
47.671917,41.492317,60.27996,41.2935,-18.305473,38.17846,-18.767197,60.689243,0.31706214,-2.246709
51.193752,45.846622,63.35141,44.532085,-15.953387,37.31094,-20.387375,63.86969,0.2999177,-2.171405
33.5187,28.760412,43.76014,26.502405,-11.968731,28.865711,-15.815208,43.929836,0.33683386,-2.1558368
45.378784,38.609398,58.0418,38.597977,-17.372488,38.152737,-18.671686,57.44773,0.33407295,-2.2630274
74.30862,64.08533,91.57454,66.12927,-32.767628,57.66203,-25.826239,90.41752,0.34582943,-2.1473594
53.181473,46.583,64.95904,46.513466,-17.67831,36.974503,-18.97525,64.858406,0.2947957,-2.2269568
43.901367,40.5313,51.622982,38.171066,-9.3440075,24.541029,-14.7016115,51.739258,0.21889728,-1.8147846
50.80019,46.411533,62.201145,46.507523,-13.785477,29.751308,-15.778859,60.91711,0.24189985,-2.0144882
35.00987,30.971462,44.8894,30.821726,-11.248788,26.729395,-14.146725,44.68148,0.32602525,-2.0763872
41.07071,34.39768,52.681767,35.29619,-15.296898,31.062925,-15.987333,51.727608,0.322439,-2.2428982
75.25486,65.86084,93.63748,67.28943,-30.158405,55.454613,-24.385757,93.210655,0.32575473,-2.084939
44.245975,36.237278,58.70432,38.434853,-22.16219,43.109188,-18.774673,57.505558,0.39130446,-2.2060611
55.76237,49.910843,68.057655,49.330334,-18.717424,39.986607,-20.370932,66.908394,0.2830594,-2.188049
46.46351,42.320515,56.19343,40.97041,-12.1687355,30.551239,-17.106228,55.623367,0.28857452,-2.0195332
21.099121,19.186771,26.306965,17.532541,-7.4688363,18.986668,-10.542854,26.472254,0.45791617,-1.7953563
48.233227,42.27698,62.136013,40.98032,-15.93117,37.57944,-20.27212,61.205086,0.2858358,-2.2786007
34.197918,26.382263,49.946877,27.521889,-19.363846,42.361305,-18.523434,49.076683,0.4238574,-2.2926524
60.541298,51.108868,75.32257,51.12821,-24.453064,50.377907,-24.137495,75.25651,0.33078977,-2.1542485
55.406677,48.25751,66.69263,48.605255,-18.128569,37.308395,-20.601372,66.64604,0.2954208,-2.2902317
55.710022,46.13636,72.08226,43.443962,-21.949265,47.624027,-23.654697,72.73411,0.29661703,-2.2854643
75.358116,66.82148,92.12594,66.42783,-28.318455,55.500927,-24.341234,91.2299,0.31239158,-2.1774766
59.24067,54.724552,68.67455,53.275036,-15.3395405,35.774155,-19.615229,69.21301,0.27181822,-2.0203955
47.98751,41.85722,59.553207,40.871212,-17.657297,39.55977,-21.23844,60.6703,0.2970544,-2.1683366
52.14245,45.317543,65.821655,44.802277,-19.154,40.305588,-19.646488,66.14733,0.31583142,-2.255096
35.31565,30.716114,45.87741,29.72227,-11.262701,28.438704,-16.394398,45.33539,0.3382167,-2.079223
66.7917,61.78682,80.401535,59.26401,-18.106976,42.996105,-22.58967,79.972046,0.2692557,-2.1809325
47.449738,43.67142,58.093124,41.30586,-11.635374,31.706106,-17.668154,57.339096,0.27681428,-2.053747
19.392683,17.853762,26.689596,15.367498,-5.943012,18.768383,-10.784927,25.649855,0.45364207,-1.7660555
66.241905,56.539925,82.84531,56.83374,-26.23573,50.895973,-24.473158,81.72229,0.31700408,-2.2020295
48.257603,42.96026,57.66988,43.198555,-15.4541235,32.8173,-16.387905,58.15858,0.3001467,-2.1650405
55.141785,48.228237,67.816025,48.610863,-21.099419,41.668163,-21.031012,67.74248,0.3138672,-2.1876214
67.271515,58.486702,83.52454,57.929306,-26.873991,53.217655,-24.820297,83.4186,0.32950115,-2.241745
19.80175,17.96183,25.630726,16.612692,-7.3899145,18.781536,-10.048825,25.563444,0.47069559,-1.7462982
46.111065,37.536537,60.39899,38.444004,-21.70567,43.592907,-18.842838,58.95827,0.3470582,-2.4111304
29.907045,27.196629,38.956245,25.26015,-9.241477,18.092361,-11.175326,37.60941,0.30136913,-1.7468215
67.83216,58.19,83.728584,58.475555,-25.094204,48.74252,-23.253813,83.76948,0.26733088,-2.152865
56.295956,50.514412,67.968285,48.819775,-16.998579,38.412697,-20.039097,68.08788,0.304011,-2.1885314
35.045475,32.08838,41.55478,31.524172,-8.668429,20.531273,-12.053701,41.53642,0.3082404,-1.8635894
54.551125,49.478153,65.291275,48.040413,-14.065418,34.2996,-19.763319,62.94913,0.27338946,-2.2094274
26.73621,21.781462,38.98381,21.026068,-12.531063,30.474314,-16.106058,37.216404,0.3978485,-2.2661586
57.93521,51.948025,71.45394,50.72629,-19.413834,43.052624,-22.053528,71.192276,0.29798472,-2.1021032
71.687485,62.522263,86.912285,63.38078,-29.07711,55.26094,-25.167732,86.991684,0.32990837,-2.0072408
54.65038,46.512577,68.202774,46.128803,-20.861166,42.34637,-21.545338,66.79231,0.30055505,-2.2090244
63.999683,56.736725,77.724396,56.614273,-23.006807,47.21513,-23.735071,76.451164,0.31062752,-2.1614223
46.66424,39.097282,59.69651,39.30778,-17.037294,38.670803,-19.554485,59.65332,0.30430025,-2.2383466
58.165222,52.464752,71.61017,50.91732,-19.73155,42.602486,-21.689344,71.40233,0.29234317,-2.1629295
49.697056,40.933876,65.44345,41.6256,-22.611681,46.075687,-21.701195,64.45538,0.3467304,-2.3579066
66.310005,54.114994,84.53547,53.747257,-30.207895,57.61837,-25.916096,85.569855,0.3377825,-2.2645292
48.25202,43.44038,62.063995,41.693314,-16.48786,38.592033,-19.94645,60.58161,0.29378927,-2.1945975
57.732662,51.58391,71.80736,50.613983,-19.187271,41.74789,-20.344524,71.309654,0.31550783,-2.1025724
39.276237,34.23864,49.20456,34.143272,-11.532472,27.142267,-15.448643,49.563847,0.28001612,-2.04034
61.554276,53.150425,78.18093,53.99706,-27.757694,54.126812,-24.842136,76.98357,0.34522042,-2.158804
21.239767,18.681494,29.251076,18.306395,-9.828577,23.556873,-11.894254,28.628544,0.46177554,-1.9229686
23.997833,23.451464,27.96942,21.940979,-3.7815056,13.27008,-7.5047626,26.757975,0.26248282,-1.381069
60.21824,54.875313,72.19644,52.918633,-16.865545,38.513855,-19.859005,72.08481,0.26942834,-2.1573496
24.340483,21.389904,32.51665,21.07396,-10.920499,24.107218,-12.722465,32.06246,0.45468476,-2.0637438
51.442028,45.988617,63.96503,44.737305,-16.190567,37.094658,-19.35652,62.606968,0.29665375,-2.1563673
57.424084,49.33819,68.7496,50.17292,-21.647854,42.391335,-19.91145,67.97804,0.312333,-2.2830133
53.781013,48.618557,65.62055,45.550823,-13.748044,33.575947,-19.776978,64.41362,0.26005617,-2.092626
40.778137,37.163197,50.540913,36.834328,-9.995167,26.875446,-15.132699,49.489544,0.2581033,-2.005454
27.756899,25.407991,34.30707,23.911337,-9.627971,22.771498,-11.569724,34.300087,0.4213267,-1.8970035
34.129097,29.909174,41.65149,28.748312,-11.715527,27.56488,-14.2406845,41.67315,0.3713911,-2.0768838
58.375244,52.60134,69.70082,50.822754,-16.36022,38.523853,-20.324194,69.5468,0.30159664,-2.1647902
25.154839,23.00964,31.368471,20.938187,-7.179822,18.618338,-10.400152,31.056698,0.39580494,-1.7160003
28.769444,25.308107,39.09454,23.370611,-9.162452,27.72769,-14.97369,37.87136,0.36223578,-2.1013124
48.72391,42.834267,60.935383,42.24284,-16.265553,35.89213,-18.01277,61.638546,0.31302732,-2.2134216
36.40629,30.887331,47.604404,30.268063,-12.597635,31.268364,-16.325554,46.99956,0.3406662,-2.1436102
28.746735,26.105984,33.380077,23.715452,-7.508956,19.639053,-12.180055,35.390724,0.3362264,-1.761154
26.048588,23.774872,33.992836,22.489687,-6.086623,18.9422,-11.171126,34.63145,0.3135128,-1.8756685
59.996017,49.953495,73.096756,52.13985,-23.451006,48.023766,-22.897837,74.09025,0.30898792,-2.234832
58.71187,52.33271,70.59808,48.964115,-18.734,43.58031,-22.78777,69.91373,0.2794366,-2.2949383
52.249493,46.691547,64.86238,47.034996,-17.332832,38.509216,-19.541042,64.741325,0.30390382,-2.20036
29.951868,24.140001,40.872105,24.349459,-13.259833,30.043776,-14.450619,40.539177,0.43353108,-2.173068
54.70732,47.948902,67.63244,47.09536,-20.394463,43.24503,-21.97827,67.22855,0.3194108,-2.2242765
23.268677,22.013659,28.528143,20.508333,-4.9230905,16.575003,-9.330894,28.99425,0.34385407,-1.4832385
51.178917,44.785336,67.47644,43.6515,-22.208954,48.32093,-23.622179,66.36639,0.31201923,-2.3380997
6.205369,4.8990335,10.2333,4.568899,-6.4471645,14.459991,-6.7315083,9.980312,0.7798848,-1.98369
18.424644,16.340124,18.004211,19.768515,-5.725245,1.898271,3.712719,21.460896,0.29661512,0.77232075
6.610812,5.7507553,9.5677185,4.8661103,-4.1513224,11.76811,-7.066344,9.697776,0.72554624,-1.8318205
4.8731537,3.877795,7.2050204,3.836528,-2.8749747,7.4711704,-2.9110742,7.62547,0.83457947,-1.7533866
10.66833,7.8765345,17.293598,7.7581277,-12.764042,23.891058,-8.948781,17.545008,0.7237278,-2.1729848
0.92551553,0.56310284,1.9297286,0.6082219,-4.9094043,4.6097946,1.4803753,1.9958547,0.9757853,-2.0942464
14.697834,13.783963,18.023396,12.125598,-3.2864325,12.024959,-8.065881,18.062334,0.48378462,-1.4626489
13.180738,11.1352005,12.932226,15.450136,-6.115432,-0.49761295,7.43388,17.046255,0.35633168,1.3579417
27.71765,21.390987,39.553955,22.92291,-17.631372,33.74173,-13.705812,39.27348,0.5128838,-2.2601385
6.275312,5.140158,10.229217,4.834081,-6.262791,15.11969,-8.030964,10.644109,0.7517339,-2.121096
21.838219,18.604795,29.63431,17.71943,-10.668127,24.2392,-13.071426,29.06779,0.50529414,-2.0447533
15.646952,12.800176,22.25139,11.482929,-8.706593,20.260578,-10.00797,21.473293,0.5291721,-2.0598834
17.581259,14.212155,24.953182,14.015834,-11.444942,23.618221,-11.219625,24.662659,0.5545815,-2.149488
2.867843,2.084688,4.7398577,1.9970437,-1.6423713,5.497092,-3.5277276,4.690896,0.87857807,-1.943459
3.1655993,2.4231136,5.2880673,2.174656,-2.9371705,7.8663406,-2.8922694,5.6533637,0.885865,-1.9424669
7.764368,7.1098843,9.901236,6.1363063,-0.4476281,7.0756087,-5.235737,10.364576,0.6466153,-1.3617125
5.0320673,3.539402,8.448261,3.498204,-5.5832963,10.839569,-5.4870605,8.486827,0.82559526,-2.1460176
16.693962,14.948183,15.293458,18.327126,-5.472108,0.9151963,5.2355714,19.135527,0.32364523,1.0116494
17.207626,13.51176,26.124884,13.378739,-12.745672,25.772171,-12.056325,25.558016,0.60195494,-2.1512332
4.8457,3.7556005,7.6008186,3.4755893,-5.0799503,10.392059,-5.1617303,7.6905847,0.82420176,-2.0098479
3.325039,2.0449984,6.9356685,2.0472524,-10.771342,17.56494,-5.847451,6.672356,0.90693617,-2.3364613
13.987962,12.031188,18.335003,11.363699,-5.734654,15.087637,-8.992435,18.657837,0.5677265,-1.7698383
20.845522,16.285692,30.132534,16.87838,-13.598642,26.888203,-11.47322,29.261936,0.55750597,-2.2242994
0.43405557,0.25730577,0.9719963,0.27532744,-2.2729785,0.5742082,4.9698586,1.022352,0.9871316,-2.0924628
13.607048,9.300688,22.592346,10.227544,-18.34956,31.115135,-10.025936,22.387556,0.73720205,-2.2179508
9.254741,6.9249496,15.777273,6.9300337,-10.800341,22.089407,-9.985695,15.108225,0.7177854,-2.247172
18.330557,12.856528,28.543894,14.014581,-20.070446,35.66424,-12.296633,30.079588,0.67362607,-2.2773476
11.991671,9.636118,17.30239,9.096057,-6.5170784,15.201083,-7.2864213,17.169458,0.60673356,-1.861231
16.287933,14.445018,21.396992,13.261571,-7.611265,17.430662,-10.80127,21.613617,0.54652727,-1.8253839
1.8202298,1.517499,2.919726,1.34143,0.7699136,0.7806159,0.96162975,2.9845073,0.9219916,-1.6052424
1.6231107,1.0160409,3.280786,1.0902891,-9.824869,13.702726,-1.8034524,3.3801436,0.9606626,-2.2269983
8.906261,6.5480804,15.6237335,6.563802,-13.965753,23.921265,-9.03698,15.644018,0.7512811,-2.3368866
2.0358553,1.4432971,3.4066482,1.4720625,-2.4619107,4.952122,-0.6000487,3.5110693,0.924822,-1.8752095
14.814267,11.691164,22.22163,11.434089,-7.996072,20.405703,-10.918608,21.190168,0.56579953,-2.2082634
8.127741,5.8709474,13.735079,6.0069227,-9.923917,19.773983,-7.9099426,13.223064,0.77410936,-2.2301402
5.6212106,4.2968135,9.5824,3.6057248,-4.5411,15.529815,-10.88566,9.741786,0.7078245,-2.0046222
17.524757,14.683395,24.979237,13.984808,-8.635906,22.04112,-10.759563,24.988298,0.5146194,-1.967113
2.3644857,1.7497684,3.90394,1.6244302,-1.8788723,5.2582593,-2.01656,4.1949663,0.9117892,-1.8590418
5.9695272,4.895221,8.358486,4.6015954,-3.049587,7.8730707,-5.655194,8.493936,0.74838215,-1.7106591
13.840009,12.732503,18.17099,11.396298,-4.338169,13.319659,-9.525885,18.693,0.55023444,-1.7415212
13.0076065,12.400313,15.679045,10.614284,-2.128687,7.8207235,-7.005539,16.19248,0.43384326,-1.1985871
9.818366,8.096039,15.174828,7.285794,-7.1503015,18.168589,-8.673434,14.917401,0.70722353,-1.9208801
5.360843,3.9202754,8.787975,3.89613,-5.7973723,10.939886,-4.3951077,8.8911915,0.8280069,-2.0097558
6.1278124,4.6109014,9.895335,4.7629147,-8.407562,13.797138,-4.198083,9.869501,0.775436,-2.103012
3.9745834,2.8389528,6.5943723,2.774555,-5.148835,9.817294,-3.5994406,6.5936165,0.8330319,-2.100371
25.251915,19.211838,35.38672,20.637127,-15.275418,29.370316,-15.277105,35.32366,0.5154766,-2.3111002
7.138319,4.561139,13.017051,5.270847,-14.45595,24.01468,-6.561446,13.161732,0.8251504,-2.2575383
7.2333217,5.9066653,11.310967,5.2412434,-5.0121984,14.333907,-8.352426,11.574964,0.7379839,-1.8715656
17.062542,11.500599,29.557613,13.117989,-21.263773,36.93002,-12.392429,28.687317,0.6898552,-2.3411465
6.615699,5.5661597,10.175858,5.020267,-4.470028,12.2208605,-7.086513,10.260721,0.7499976,-1.8841977
9.307417,6.809816,14.7631235,6.864777,-10.32346,17.909868,-6.3173647,14.750524,0.7717006,-1.990651
33.11411,31.180717,39.696335,29.227787,-7.3983073,20.942179,-12.22453,39.271877,0.3490783,-1.7692834
4.9777923,3.5284142,8.715424,3.5418954,-8.428189,15.643112,-4.3332562,8.74012,0.8639795,-2.0609508
7.877035,6.035349,12.870476,6.064035,-12.109323,20.8519,-7.6963615,13.200162,0.7472507,-2.105813
13.804223,13.162603,16.528786,11.732583,-1.9648216,8.767495,-6.5703716,16.373064,0.41341048,-1.132895
39.796745,32.964565,53.160446,33.950848,-16.419044,35.567184,-16.032877,52.09207,0.35398388,-2.1772914
8.203579,6.9271765,11.84199,6.100194,-4.5143824,12.673114,-6.467108,12.278436,0.6587449,-1.885244
1.4560786,1.0292436,2.3637412,1.0731423,-0.21120337,-0.2793611,1.7363156,2.5793152,0.94443405,-1.7502322
3.3301647,2.435119,6.052818,2.3606718,-4.8809476,8.783155,-2.1291513,5.747442,0.86444104,-1.942277
4.5061297,3.3693252,8.338175,2.9043972,-5.744696,16.318632,-8.53992,8.1185665,0.7609439,-2.2501843
3.0679333,2.239172,4.8097386,2.123653,-2.6367679,4.6016374,-2.6381133,5.6416807,0.8456696,-2.038262
5.9922786,4.9714375,8.965646,4.7016516,-4.4046636,10.4171915,-4.449064,9.207576,0.7797336,-1.8809431
14.487014,11.965983,22.080395,11.293948,-9.802933,21.72514,-10.60158,21.40826,0.60309756,-2.113086
2.876645,2.061707,5.1140485,2.11044,-5.6148877,8.998458,-2.1815114,5.1329036,0.9098462,-2.1451764
2.7316337,1.7770276,5.210852,1.9319738,-6.780413,11.054212,-1.1054872,5.4168386,0.92813194,-2.1377435
5.634386,4.8329186,8.388242,4.2418165,-2.2235816,9.451236,-6.928241,8.764291,0.7506862,-1.8143281
18.231667,15.798164,21.372694,14.703108,-4.0463305,11.328619,-6.5664544,20.913307,0.3324241,-1.231996
7.524298,5.2810636,11.506804,5.3985863,-7.255589,14.316814,-8.1119,11.696868,0.71414167,-2.1005967
14.698309,10.529568,23.89512,11.03538,-14.954445,26.4239,-8.863538,23.166813,0.7021086,-2.1496038
1.9690717,1.1898528,4.133036,1.1970197,-6.3934946,12.338448,-4.3286324,3.987424,0.9302772,-2.2790437
32.107407,30.277523,36.083557,29.439966,-5.5601845,15.881938,-8.814558,35.48184,0.23756027,-1.418458
12.961868,11.66337,17.370544,10.369694,-3.8345127,13.589401,-8.087743,16.938515,0.5383338,-1.6186816
12.540437,10.222995,9.976886,17.104284,-8.369689,-6.408497,16.009636,15.493082,0.38362476,2.495415
11.68135,9.50298,15.942253,9.476165,-7.9160643,14.544702,-7.0300813,16.282093,0.6687927,-1.8742213
10.996451,9.58108,14.3882,8.623294,-3.7351134,11.94058,-8.685488,14.57623,0.58308154,-1.610617
9.531114,7.5733156,13.602337,7.065208,-6.0898714,13.737693,-7.826028,13.815285,0.72087926,-2.0036943
17.025757,12.112107,27.52059,13.423978,-18.19688,32.899082,-13.27532,27.370462,0.6568637,-2.2554998
10.340824,9.103527,9.064639,13.366874,-6.1220307,-4.157731,12.02773,12.361047,0.4217732,2.0970097
3.3079262,2.3480496,5.6842613,2.2904527,-4.4169264,8.658359,-3.0740244,5.568225,0.88970983,-2.0669928
14.483546,11.2554865,22.571142,10.812276,-10.795404,25.145454,-11.31068,22.5704,0.61619294,-2.1053905
6.570046,5.3179417,10.871091,4.9345365,-5.672686,15.196436,-7.081796,10.697068,0.7699629,-1.985866
4.668241,3.457273,7.5225196,3.2213812,-6.530013,12.738662,-6.722916,7.987547,0.7978959,-2.1391892
1.885513,1.2687906,3.473642,1.2454693,-3.3865328,5.833782,-0.6000238,3.7211976,0.9352969,-2.0412436
17.560547,14.539957,27.41064,13.053314,-8.82233,25.357388,-16.107824,28.315832,0.44631726,-2.2719467
2.1774342,1.4572965,4.223733,1.4815068,-5.598978,10.034113,-1.5737673,4.207036,0.9296441,-2.1246564
12.902066,10.347101,18.892773,9.625997,-9.461783,21.286787,-10.857718,18.681639,0.64830625,-2.109726
3.8574405,2.7368584,6.6079526,2.80073,-6.69642,11.795789,-3.6375327,6.918203,0.88176966,-2.0018415
3.0468705,2.1322925,5.1451125,2.220276,-5.0602465,8.170758,-0.27423838,5.3986807,0.90742433,-1.949035
15.810158,11.774323,25.963627,12.199746,-16.462976,28.492373,-11.115444,24.551579,0.5763015,-2.2610238
11.572005,10.289248,10.455619,13.752662,-4.70786,-3.4720511,10.085881,14.196126,0.37383866,1.9915788
8.404952,6.027266,13.8569565,6.103971,-10.076883,19.664429,-8.080721,14.254468,0.7569824,-2.0913253
27.441738,25.245195,32.740376,22.970203,-5.9625154,17.22552,-11.368458,32.158707,0.32719895,-1.7711416
14.62,9.7281885,25.613853,10.224187,-19.993008,35.068348,-13.046736,24.442696,0.6465087,-2.3242407
5.6125197,4.121367,9.609067,3.8742757,-5.9896526,13.712004,-6.796886,9.194984,0.7959579,-2.0645318
5.803517,3.8625615,10.380747,3.55131,-8.992386,19.31997,-8.429652,10.08365,0.7860422,-2.231956
7.7753034,6.239452,11.555506,5.831086,-6.639256,13.785245,-5.928668,11.846419,0.6960306,-1.8991501
10.756878,8.850921,15.9291,8.614992,-7.4568057,16.286282,-7.1331124,16.02683,0.70039684,-1.899228
10.174331,9.201498,9.08777,13.794114,-6.4815574,-4.4965634,12.983689,12.83809,0.41777113,2.2315965
15.877591,12.95562,22.64951,12.135127,-8.820765,20.753342,-10.170213,22.378382,0.5731386,-1.9867207
10.995251,8.478354,16.648096,8.325807,-9.737905,19.72083,-8.230874,16.679218,0.7319103,-2.0014362
132.27362,122.26312,145.00478,129.07927,-36.22962,50.102165,-12.518303,144.92175,0.1881673,-2.486025
134.30919,125.41892,146.31917,131.39778,-36.182663,51.429615,-14.34591,146.39159,0.17571294,-2.4377136
123.570786,116.17467,137.0933,119.845825,-24.985308,40.592587,-12.82419,136.41216,0.16744664,-2.3485863
134.83586,125.856606,146.19441,131.71223,-28.893118,42.259624,-12.397045,145.98747,0.15810475,-2.5171137
111.89202,99.14925,131.34694,106.98302,-37.637024,59.98982,-18.235304,129.86548,0.28842112,-2.1382575
124.26715,112.26175,139.9709,119.9733,-38.410576,54.98032,-13.550094,140.1982,0.22534001,-2.3674254
102.14897,93.258484,119.52158,96.65251,-32.45357,53.342037,-20.062925,119.11708,0.24963725,-2.1830277
133.70607,124.38499,145.76262,130.51219,-35.083477,47.533466,-14.013464,145.6572,0.17090636,-2.628099
111.62357,101.36386,127.986084,105.54398,-32.538742,50.64906,-17.173288,128.65498,0.240935,-2.2296314
121.82801,107.49587,139.61299,116.14542,-41.87226,61.997322,-19.054878,139.17354,0.23466817,-2.4197567
128.26596,119.4713,140.03374,124.80999,-24.35238,34.91321,-8.928554,140.07246,0.14332214,-2.163307
115.79325,103.046455,133.26837,110.58427,-36.605766,55.159294,-17.187864,133.8356,0.25115073,-2.2652407
125.63609,115.046906,140.55182,121.88018,-37.450634,52.021973,-16.468042,140.69128,0.20170137,-2.3873825
135.21573,125.354385,146.91353,131.13594,-30.499166,44.324097,-13.445184,146.72818,0.1304807,-2.714247
133.75874,124.25587,145.34358,130.45496,-32.661423,47.027927,-14.179608,145.42192,0.16801989,-2.4679413
133.45503,124.32544,144.69933,130.50648,-30.256908,43.414646,-12.829123,144.73013,0.1726776,-2.4713118
122.776566,108.70417,139.6877,116.68434,-39.856255,58.612183,-16.533731,139.86464,0.23555791,-2.3338745
128.1551,116.49829,142.31595,123.4529,-34.432697,50.953804,-15.143806,142.28043,0.18238589,-2.3920038
125.543846,114.609604,140.13005,120.414894,-34.773106,53.90268,-16.37127,139.86725,0.20361191,-2.3228054
95.21615,84.18685,112.53017,87.2457,-32.96884,56.529312,-22.147482,110.94665,0.29099,-1.9726876
129.0582,121.000374,141.3172,125.756935,-24.624058,33.878536,-11.09168,140.71376,0.14157587,-2.350266
123.03214,108.818405,139.74342,118.377754,-40.9523,59.861588,-16.344313,139.79514,0.24036866,-2.311027
120.57637,110.56952,135.88855,115.918915,-33.031654,53.079052,-17.532644,134.65762,0.24106845,-2.1967568
118.27694,106.80364,135.3008,113.137024,-38.029472,57.910797,-17.258373,135.31708,0.23213682,-2.3167932
108.440025,93.26943,129.0113,100.604546,-41.043713,64.33449,-21.132069,130.00546,0.28590867,-2.244663
135.90565,127.12294,146.89583,132.8904,-31.196554,40.49485,-11.70196,146.8467,0.13966718,-2.5911484
132.5247,124.54659,144.26843,129.77574,-26.165724,41.56961,-13.300144,143.7617,0.1605629,-2.439528
131.41083,122.90187,144.06438,127.476524,-30.111526,43.10023,-13.095615,143.91391,0.15436718,-2.544935
133.21805,123.836586,145.69408,128.43518,-34.803642,52.97999,-15.471423,145.79095,0.15096241,-2.6802123
132.21118,123.57409,144.30598,128.89789,-23.907747,35.312737,-11.496527,143.82211,0.12249738,-2.336963
118.853165,106.77584,136.2425,113.40246,-39.089764,59.36757,-19.329247,136.00143,0.23328379,-2.2859232
130.14433,120.53462,143.0409,126.22606,-30.600126,46.26547,-14.219477,142.61812,0.18917319,-2.4935076
136.22827,127.280266,147.60954,133.13765,-38.497784,51.44533,-11.175714,147.5923,0.13501137,-2.6343915
104.39013,91.78252,123.96074,98.69284,-35.6283,57.146255,-20.225544,122.97528,0.27572894,-2.2057488
130.05598,120.95644,142.4977,126.51931,-34.648502,50.394966,-14.984862,142.80626,0.18070042,-2.4417973
127.16888,117.24265,140.5091,123.78504,-33.976353,49.735615,-16.189554,140.08574,0.20229822,-2.388181
124.933395,114.29932,140.80276,120.06484,-35.46883,53.974213,-15.035201,140.59175,0.1958699,-2.4900615
120.21767,108.31122,136.50565,115.408936,-37.019836,55.344288,-16.655254,135.49054,0.24449098,-2.2970479
133.15985,123.44091,144.83878,129.94653,-34.980793,48.841206,-14.341964,144.80957,0.18549594,-2.4748006
133.08603,124.53401,144.95555,129.95914,-31.201616,45.67058,-14.376946,145.17789,0.16381109,-2.5093064
114.13711,103.25483,130.82971,108.40456,-34.25088,55.936832,-20.53946,129.59813,0.2520774,-2.2769253
132.37064,123.12959,145.06079,129.20975,-36.68034,48.948906,-13.10579,144.9832,0.15120903,-2.5226004
