f1,f2,f3,f4,f5,f6,f7,f8,f9
55.353874,34.13763,56.85768,98.73321,55.81647,97.977356,92.802155,24.603634,57.27439
46.490227,38.832817,60.466137,91.96064,65.1706,105.81772,81.76617,27.49301,57.553802
70.146645,25.065113,49.304386,100.62378,46.83044,89.035645,84.76122,23.43022,56.45484
56.41476,33.1567,55.666126,94.96753,54.38583,95.64422,90.20113,23.80364,55.609512
51.55164,35.60193,58.92414,89.865616,55.495472,95.21892,82.78434,24.641504,54.769863
72.46249,25.537668,49.333336,103.64618,47.300446,90.586845,91.074425,23.65091,57.27882
53.372543,28.141546,52.08459,94.36769,51.339897,93.69243,77.0544,24.085022,54.60859
54.671265,39.258495,60.935364,94.9805,61.592144,101.56611,98.62179,25.376791,57.132275
47.766357,26.395102,50.05496,96.26729,49.329903,92.87925,63.688507,23.262667,52.934658
51.160835,38.597347,60.236496,95.27604,60.394882,101.09386,92.41115,26.223381,57.59771
43.87571,41.22358,62.284462,89.43392,69.2735,111.06437,71.87011,31.700993,62.73971
64.23447,31.784359,55.331135,100.531586,53.057964,95.25299,92.13763,24.286894,57.038914
42.944862,28.725824,52.56987,92.3685,52.705593,96.230606,67.582375,23.552572,52.936417
53.96218,26.310705,50.62232,93.66629,48.11796,89.98356,67.28983,22.941956,53.054325
64.87267,25.17171,49.230316,96.53384,47.52868,89.79408,80.76518,23.755508,55.798218
44.07508,38.368103,61.26805,91.14183,58.65798,98.9097,82.1661,25.642923,54.94179
67.475426,25.718878,49.73567,101.25253,48.34054,90.4988,87.71235,22.577347,56.142757
69.5347,29.052502,52.597637,105.80761,51.414764,94.59002,94.56642,24.342564,58.685764
53.982452,29.36614,53.091976,96.02714,52.93746,94.93443,83.254234,23.560047,54.351284
50.778988,41.000286,62.39153,96.14287,63.821857,104.80856,96.76024,26.835217,59.522293
78.70677,29.022722,52.80323,113.0433,49.43992,94.06466,99.19672,25.778297,60.68145
68.49009,24.513954,48.565742,101.1698,46.77687,90.182396,82.7503,22.691858,55.844257
44.98157,36.564846,58.64504,90.866714,62.344532,105.60755,81.75827,25.70813,56.106243
54.90549,24.066292,48.187763,94.85901,46.378277,89.32709,65.25148,22.867325,52.81225
58.12498,55.278336,77.4144,92.476654,84.43197,124.14284,78.777306,45.178806,78.09916
48.695763,29.598581,53.25635,89.76266,52.15481,93.97096,71.560394,24.103933,53.06433
63.22079,55.74445,75.96988,103.22866,80.88137,120.29417,101.46749,34.97785,72.29619
48.339706,45.058018,63.823544,92.12419,67.32431,107.00853,95.03312,30.17988,63.953785
52.02762,34.568577,57.194016,92.96998,55.94746,96.49152,83.60108,24.9087,55.248707
58.11176,26.92948,50.657944,97.419266,49.339355,91.87169,75.94643,23.066227,54.95242
47.658806,45.165962,66.39518,87.57742,69.42983,105.85396,79.931076,28.599659,57.80096
58.56911,49.704033,69.461754,99.69878,74.33255,114.924225,102.12348,34.042835,69.99018
60.96943,51.6476,70.59973,98.8806,67.877365,105.019104,104.78536,27.280151,59.97738
50.879475,26.633602,50.327183,92.49382,49.862564,92.44451,68.304825,23.35424,53.607796
61.675587,25.338978,49.306137,100.42172,47.76797,91.56155,75.21203,23.217043,54.967278
61.365906,64.94148,86.808876,94.547585,87.356,124.718216,79.72664,44.887444,77.36839
51.058628,43.094185,63.871326,94.76352,63.604088,103.37383,96.2551,26.632002,59.13093
69.05409,25.209534,49.222855,102.49526,47.23022,90.780876,84.583405,23.043951,56.08846
52.366177,30.85992,53.989544,92.9078,52.99291,94.599434,79.80709,23.724064,54.87696
52.69686,45.07219,67.207184,89.64345,63.964985,100.88603,93.91153,25.67154,56.55675
63.03928,25.401316,49.458614,97.244,48.249233,91.52514,80.33354,23.663025,55.798298
63.991657,59.007755,78.677124,101.1596,73.51043,110.99634,108.86352,29.951393,64.35253
48.884663,30.391903,54.194687,94.58712,54.851265,97.772255,78.49612,24.58463,54.785854
50.01007,43.526016,64.27317,91.45659,65.31966,103.02143,92.223564,26.36045,57.8164
57.34966,39.335438,61.696075,102.84741,63.7723,107.04049,103.83723,28.414911,62.626762
48.17601,39.711777,61.894337,91.27152,61.434704,100.55038,84.12298,25.887398,55.617237
64.72688,30.46413,53.79738,102.86741,53.056816,96.22102,94.856224,24.278667,58.074142
58.698288,62.76096,84.442635,90.11348,85.96825,121.402176,86.37328,45.084568,76.78471
51.577347,36.763515,59.763542,91.63716,55.583088,96.207504,85.24318,24.36664,53.7137
50.654255,32.04229,55.30361,95.408615,55.43825,97.591896,80.95794,24.890738,55.85395
62.054058,55.026688,75.25081,102.83552,72.491486,111.8124,107.79574,30.358713,65.127945
63.793404,81.434525,112.92541,82.64565,70.45147,100.52671,72.053185,27.191381,55.396698
69.23852,28.663086,52.19244,102.59795,50.637604,93.353516,95.58675,23.934965,58.274643
61.145218,62.739758,88.365074,89.059814,92.994095,133.13751,99.31293,66.35149,105.13438
58.66303,48.011208,68.7498,97.17654,65.26673,104.14238,102.13167,26.179798,57.6363
49.72838,33.628414,56.185764,94.119225,55.586094,97.754845,83.613174,24.617619,54.709633
48.06387,36.182228,57.623775,94.778046,59.886906,102.12019,85.78319,25.39353,56.599285
58.379116,26.25911,50.19381,96.68525,49.33433,92.39554,75.337166,23.561441,54.732742
59.51126,29.058483,52.823826,98.65295,52.26534,93.944115,90.19703,24.956484,57.434944
77.85486,25.056774,49.32315,112.05654,47.037678,91.67848,93.17874,24.158684,58.737865
57.209183,49.40601,68.443275,100.01738,70.80958,110.12089,104.2641,29.795334,64.46312
59.33583,44.67264,65.185074,100.05961,64.042435,104.75525,102.23222,26.23047,59.34926
57.304974,48.86443,69.12848,98.8199,72.151276,111.66142,101.68069,29.402182,63.05199
53.44703,40.308464,61.546356,96.3871,58.9994,99.67284,93.074234,25.21312,56.176773
61.005283,26.31095,50.20848,98.02578,48.367954,90.40262,78.931656,23.75381,55.926064
58.643436,52.27449,71.95496,95.8256,68.79653,105.99644,102.76504,26.894817,59.376156
60.71354,27.553623,51.707577,100.28159,50.397472,93.43269,89.04909,24.373844,56.26505
53.54868,26.81234,50.381886,95.69065,50.013084,92.888214,70.666626,23.551235,54.28584
70.12157,37.43461,59.59132,105.52115,55.243347,97.192276,97.55061,26.404179,59.744114
70.55353,30.005863,53.49036,104.49417,51.93288,94.32358,97.46755,24.199297,58.46586
55.97378,27.743404,51.09954,91.876144,49.254192,92.10899,72.92788,24.042326,54.771675
52.106075,28.655533,52.06804,92.942024,52.899635,94.336,77.79563,23.978466,54.934166
55.03121,39.026325,60.62832,98.46533,61.296997,101.67621,92.14704,25.12054,56.748013
55.483,26.02817,49.98209,97.27804,47.66851,90.71868,69.32347,23.264982,54.655895
72.35453,31.969873,57.140495,105.42456,49.10184,91.288216,92.45597,24.000666,57.353146
52.547287,35.484146,57.49572,96.646835,59.20516,101.328926,89.14647,25.538673,56.520958
52.514297,34.570957,56.78915,96.67823,57.493877,99.77154,88.42388,25.013006,56.380547
53.995632,47.436104,68.50767,96.902176,74.5754,115.22353,91.58764,31.816858,66.41844
59.890278,57.39146,80.55812,93.92192,91.16639,129.04317,69.05274,49.367336,80.27231
68.06175,26.334953,50.422268,104.40097,49.5256,93.12701,90.74627,24.305435,57.28451
48.37588,26.114304,50.06693,92.65153,49.373928,92.450165,66.03555,23.697174,53.628944
64.05918,29.694803,53.126263,100.5506,52.500046,95.65214,92.794624,23.9239,57.24866
56.38181,29.335032,52.842705,95.68227,51.90467,94.63448,84.86212,24.71932,56.43663
50.251255,38.711178,61.55343,93.86664,61.476173,101.55728,88.68175,26.331001,57.361942
65.444534,27.677824,51.387127,100.22985,50.219826,92.81543,88.31106,23.546001,56.73271
48.410007,44.564075,66.69282,87.71861,69.36399,106.651535,79.27241,29.68618,60.454468
95.80042,54.113018,80.27868,148.92377,58.665154,109.10314,106.19962,52.004745,88.48079
60.99034,57.477505,75.86798,99.33976,76.356674,114.839935,107.32685,34.226498,70.18838
57.552612,29.628754,53.265812,96.12738,51.125637,93.17671,83.20368,23.750212,54.944775
62.01849,29.83082,53.00818,97.43851,52.735325,94.557785,92.36029,24.501816,57.53879
57.218903,25.458881,49.296383,98.84932,48.290516,91.68273,69.87636,23.378613,54.073917
61.185917,51.289246,72.034424,97.38981,71.320854,107.21171,101.475204,26.920729,58.83071
50.391254,48.079964,66.97737,90.21365,70.77984,109.1582,86.15429,29.817339,60.813633
57.530132,29.370602,52.596035,95.74561,52.23075,94.05189,85.76651,24.258562,57.055542
67.10831,26.796926,50.540337,100.833664,49.527397,92.18464,91.45898,24.598629,57.773468
61.594395,32.0835,55.75864,106.36443,55.76013,99.74328,90.70512,24.355951,57.532444
56.196262,40.398624,61.27503,99.40326,62.97858,105.007164,104.23797,26.103115,60.092796
57.39586,58.228535,82.196106,89.66928,88.59032,128.3067,78.49127,53.39566,88.61786
70.361275,25.622717,49.642406,103.24957,48.200382,91.80496,89.47442,23.374092,57.080257
76.63227,61.766346,79.31286,124.155266,65.62964,107.97786,110.61669,33.056057,67.87594
61.745117,30.468676,54.30746,97.95943,52.402348,94.03754,89.544,23.991188,55.91856
51.827957,38.85721,61.5844,96.59932,61.87761,102.64228,94.78406,26.777184,58.175045
52.84864,42.219753,62.493404,93.99031,64.08281,102.93027,93.65289,25.262533,56.599766
68.62967,36.325977,61.4489,96.101944,51.45934,91.66226,90.59177,24.803816,58.33998
53.61251,50.24265,69.88471,94.0564,70.910255,108.90932,94.983025,29.007965,61.94565
76.09883,80.0068,99.86133,107.82331,89.68623,127.72912,94.04179,47.230556,81.171486
65.71531,25.29082,49.119465,99.47938,47.964878,91.32884,83.5017,22.958414,55.73585
80.901474,44.96313,68.54379,127.42521,58.083797,105.948746,109.24476,32.99434,68.62419
94.16847,122.70962,164.34428,124.31534,66.18595,103.977104,88.442665,41.698017,69.314514
62.65556,40.8585,64.33512,104.51843,60.30627,101.55931,105.21899,26.117083,59.513058
80.03941,30.1643,54.446175,115.509186,48.962555,92.59091,98.60869,24.991306,60.57866
52.815826,53.154385,73.17121,91.013954,83.20942,120.92717,84.852234,42.23186,76.10177
69.071785,33.49788,56.87962,102.46626,53.877197,95.041534,98.55176,25.50826,59.002773
63.775654,59.044727,79.895424,98.26773,85.19931,124.236465,88.13546,40.859783,75.71261
55.45049,24.815197,48.798096,95.8261,46.75528,89.80202,66.529526,22.860819,53.44408
56.849564,47.050014,67.620125,102.69826,66.397896,106.524956,107.003654,27.772646,61.587822
60.382843,54.82165,74.199585,100.76172,77.53418,116.7004,105.92376,34.417217,70.13656
71.10818,24.57537,48.60234,102.676895,46.413345,89.19212,82.82858,23.193346,55.869476
64.63057,28.12624,51.81134,102.30008,51.59481,95.42287,91.021576,24.274714,57.68296
65.0692,25.05721,49.27021,98.970825,47.5753,90.36382,82.34881,23.184988,55.46901
58.86494,27.978777,51.97067,98.02974,51.567684,94.01188,82.30069,24.25321,55.987362
70.73318,26.916956,50.831367,103.25739,49.168648,91.842865,90.96573,23.362381,57.631638
46.76655,37.726807,59.175575,94.70259,61.864334,104.014,84.454636,26.962523,58.11569
51.293713,31.183207,54.921577,93.480034,55.536007,96.37446,80.4836,25.464193,56.21703
58.671387,25.86166,50.036476,95.604576,47.146576,89.394325,71.12606,22.873962,54.332096
55.28804,42.179214,64.05144,98.402115,62.47562,103.12096,99.38185,26.255476,58.84782
47.732906,43.999878,65.920364,91.778206,74.98155,114.92369,69.186066,33.28158,63.09044
50.49812,40.209225,61.026463,98.40277,63.146523,104.4429,95.8278,26.9883,59.626114
50.292377,36.9801,59.499596,93.84125,59.090275,100.29693,88.13011,26.411833,57.48789
58.098824,29.70566,53.03461,97.8764,53.33538,95.44987,88.65558,24.335629,56.39552
55.936302,54.25125,73.98123,88.11633,86.3563,123.35348,74.34198,44.98841,76.559975
67.353386,25.732462,49.578262,102.10177,48.746548,92.01476,89.79719,23.447739,56.309956
76.193535,24.740683,48.781567,107.66438,46.650024,90.53032,89.4651,23.216576,57.33778
52.611427,24.996017,48.9538,94.97776,48.15695,92.02968,66.315186,22.845846,53.520935
57.969017,25.421131,49.55319,98.84503,47.1887,89.914696,73.17638,22.736176,54.37612
55.241463,27.00653,51.086514,92.25338,49.79962,91.7521,75.88568,23.509903,54.333622
77.94017,27.85328,51.990734,113.81293,49.246243,94.133865,98.327835,25.51839,60.669464
54.408585,42.853626,63.9977,99.23496,66.54189,108.12711,100.00936,27.96307,61.30813
48.20839,38.177498,59.913788,90.7546,60.92842,100.886795,83.58948,24.519932,54.145813
57.94315,28.8616,53.209877,95.39181,51.30755,93.94455,82.799,23.690807,55.214657
53.89089,28.098764,51.563274,95.191605,50.31826,93.53589,74.7115,23.210106,53.755154
83.08586,27.286987,51.09076,119.31086,48.16306,93.85602,99.765076,25.642178,62.154034
60.29515,33.078075,56.656525,97.126816,56.533955,96.87804,95.31022,25.911663,58.224953
69.01852,29.094328,52.660122,104.98362,51.882362,94.91531,96.2379,24.282629,58.313107
56.82775,41.228508,62.273327,99.482475,62.144966,102.41642,100.707275,26.604256,58.913265
53.778416,25.93746,50.098083,94.58961,49.41738,92.47554,72.81684,24.01466,54.70249
47.0536,25.200788,49.25031,94.47042,48.06786,91.209366,60.08805,22.996447,52.284294
50.69054,46.571487,69.64554,90.00724,77.649536,117.72155,72.22986,37.11223,68.25806
79.15426,26.272423,50.275658,113.24713,47.801384,92.730896,95.01635,24.203661,59.248
63.463043,30.979101,54.558723,103.93004,53.69616,97.185936,96.703995,24.946629,58.297733
55.108868,28.148462,51.81623,94.922104,51.35415,93.628624,78.659874,24.722506,55.699604
56.607903,55.522175,81.25741,89.299675,88.41985,127.67448,59.348774,49.210865,77.93875
67.66622,25.740358,49.575703,100.300575,48.406136,90.40534,86.03964,23.069561,56.170216
49.21276,34.434696,57.630707,90.99655,58.61553,98.722916,81.82204,24.755507,54.640923
60.182583,25.44208,49.3269,95.03372,48.341057,90.688126,78.046074,22.989256,54.499336
65.98422,30.19928,53.325546,101.76679,52.060062,94.15254,95.06953,24.975801,57.9114
69.26397,26.286684,50.199844,102.371544,48.14838,90.88781,87.47689,22.986254,56.55213
52.099113,27.0278,50.950027,94.83502,50.226093,92.87317,71.89985,22.961187,53.60323
76.33645,31.551588,54.672203,114.75028,51.712933,96.437706,100.893394,25.976583,61.33377
56.46467,25.506422,49.707565,93.97899,48.337887,90.46495,71.714584,23.338081,54.50852
59.254982,35.63032,58.16421,99.14703,54.844845,96.66176,95.37451,23.517015,55.34465
52.019005,33.388638,56.778904,98.28976,55.405582,98.891846,88.74257,24.914509,56.938053
46.866924,33.19269,56.606354,94.494385,57.369095,101.34973,82.13347,24.861395,55.20133
62.285797,28.435907,52.54758,102.68727,52.99811,96.03001,91.714485,25.110682,58.059273
59.531776,49.900574,75.27313,92.30508,59.249714,95.471794,94.087555,24.812346,55.443474
52.756508,33.996845,57.143543,91.85925,56.21191,96.737114,86.32311,24.232231,55.120804
69.87745,26.213352,50.034573,103.13176,48.481224,91.43908,88.99299,23.473503,56.902237
68.07859,26.543766,50.529106,103.41657,48.95112,91.61596,88.54555,23.608572,56.503258
62.539585,37.32824,59.99778,104.13639,58.554558,101.03418,102.749886,26.103823,59.693184
44.95426,39.14487,61.968216,92.0674,62.7999,103.81254,81.88859,28.784473,59.376724
48.413532,37.08088,59.27332,88.56125,59.106503,98.116516,79.409134,24.277493,53.829006
57.351322,26.99247,50.91763,97.55698,49.957253,93.17256,77.150696,23.729515,54.936184
59.615772,40.64779,63.10459,100.814545,60.629486,102.59709,105.55201,26.497498,59.694313
62.179108,33.02782,57.161873,102.41437,56.006794,98.77453,98.38371,25.32263,58.10879
62.3294,30.797926,54.31457,97.75854,49.883423,91.142494,83.514725,23.330524,54.967163
58.45774,52.718983,72.98344,94.78855,81.84081,118.70562,83.96804,33.461876,65.5292
53.810356,34.39367,56.693817,93.07891,56.384502,97.01135,86.29015,24.228138,55.41733
53.363228,55.74105,80.349,82.64208,70.76626,103.5166,75.07031,28.317137,57.12518
56.874233,25.84108,49.948402,94.104935,47.601974,89.73211,70.96639,22.816319,54.113194
53.96826,47.266033,69.710434,92.71497,65.62023,102.72681,96.893135,27.03278,58.97209
62.698128,30.516972,54.810593,98.51678,51.35571,93.307205,90.00601,24.5284,56.95731
64.40285,27.06924,50.747314,100.26429,50.279266,93.45019,87.32538,24.170547,57.238453
67.56406,26.801483,50.45025,104.658,49.73314,93.12621,87.81907,24.046843,57.104805
59.412994,59.644196,81.809044,85.16172,85.73985,120.769905,82.32626,44.01399,77.6925
51.129154,29.460459,52.712536,90.84999,52.42803,93.83358,73.85606,23.341413,53.611504
46.642967,27.749443,52.344704,92.30204,48.750393,91.35796,60.66873,23.128975,52.21825
67.39086,26.876356,50.83506,102.67324,49.728325,93.095276,89.16851,24.177183,57.72478
65.51202,27.89649,51.715782,98.984276,50.510082,92.8854,90.27975,23.959778,57.270126
59.772568,28.61594,51.967438,97.95581,51.094063,93.99389,84.05263,24.211525,56.48764
51.56859,27.69879,51.191,93.15081,50.624428,92.77029,70.5221,24.030396,54.23213
60.174286,27.694956,51.0626,96.690125,50.74436,93.02895,85.08118,23.29263,56.16866
70.01167,29.827028,53.018063,106.948235,52.08847,96.06142,97.72151,24.576601,58.552555
54.192787,44.62351,65.87309,97.90718,64.59204,103.77904,99.79278,26.521574,58.585552
66.747986,26.944038,50.671265,99.77525,49.625034,91.99637,89.18321,24.452286,58.183834
52.637077,34.27233,56.602077,93.93056,57.22885,97.69192,88.53214,24.557999,56.01498
61.162937,25.877947,50.070004,102.56737,49.009357,91.994385,83.032906,24.007505,56.933674
58.96355,26.011606,49.905045,95.82378,48.05669,90.71649,74.11022,22.95919,54.778297
67.061646,27.360067,51.21138,100.6427,49.48316,92.12991,91.294304,23.505623,57.226547
60.461514,25.252478,49.188263,95.241516,48.183537,90.611336,74.61358,23.201786,54.92955
76.405266,30.15062,55.524925,110.645874,49.521843,92.083374,99.95435,25.217487,60.24198
52.194504,25.971304,49.86231,95.882706,48.62309,92.14487,68.90982,22.992926,53.37926
57.45396,45.75002,66.9355,94.059425,62.855736,100.88126,100.44942,25.593124,57.675995
46.59086,41.80466,62.355137,94.688034,72.81138,114.03069,80.04278,32.3441,63.414692
56.05181,28.631145,52.14455,94.00141,52.393288,93.88738,81.69491,23.859196,55.537376
60.11794,24.40191,48.484688,98.35464,46.88918,90.09956,74.52525,23.069628,54.8931
43.608864,26.598068,50.499683,91.96648,49.418056,93.7265,59.898212,24.347536,53.4893
54.925663,27.091587,50.87558,95.536514,49.590473,91.87955,73.76,23.582314,54.872097
56.645412,27.691498,51.514507,99.01736,51.193287,94.485535,81.8212,23.918488,55.33254
52.627666,33.792126,57.161377,89.011566,54.226326,93.630165,81.28753,24.754097,54.578022
55.3499,49.032944,69.55161,89.85586,65.60446,102.222946,98.95458,26.339548,58.236584
64.62459,29.934454,53.114376,106.12309,53.63219,98.11013,100.09729,24.759468,58.05621
71.524,25.712778,49.638012,106.273895,47.983482,90.80209,87.913795,23.291574,56.505356
71.5485,27.865908,51.811115,107.63811,50.204147,94.204575,96.42568,24.60675,58.607777
